id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
756,a,,,4.5,489,300.0,0,0.0,0,0.0,0.0,730,318.0,0,0,0.0,702.0,297.0,0,0,0.0,667.0,278.0,0.0,0.0,0.0,715,76,261,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703.0,297.0,0.0,696.0,296.0,0.0,682.0,293.0,0.0,703.0,297.0,,,,17,,Malcom,DaCosta,DaCosta,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
27,d,75.0,75.0,4.8,344,216.0,0,0.0,-2,2.0,0.1,475,162.0,3,0,1.0,432.0,203.0,0,15,0.2,389.0,183.0,0.0,0.6,0.0,8521,19,16199,107,0.2,0.2,0.06,0.05,0.11,0.84,0.17,0.15,0.32,2.44,16.2,407.0,184.0,2.4,409.0,198.0,9.0,357.0,182.0,2.7,421.0,193.0,,,,17,,Reiss,Nelson,Nelson,Knock - 75% chance of playing,,31,0,0,0,1,0,0,0,0,0,0,0,10,,,,0.0,0.0,2.9,0.0,29.03,2,2,6
83,n,0.0,0.0,5.9,103,68.0,-1,1.0,-1,1.0,0.7,211,76.0,64,0,4.3,62.0,26.0,6,176,4.2,54.0,23.0,0.7,10.8,0.0,447252,39,384091,11291,0.0,0.0,3.56,0.66,4.22,14.32,0.3,0.06,0.36,1.21,183.6,182.0,73.0,96.5,178.0,119.0,309.0,27.0,15.0,58.4,90.0,55.0,2.0,,,17,,Dango,Ouattara,O.Dango,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,,1061,3,4,3,15,0,0,0,3,0,0,12,97,,,,0.0,0.25,1.27,1.02,8.23,11,40,46
101,a,100.0,100.0,4.5,406,23.0,0,0.0,0,0.0,8.3,50,8.0,56,13,3.3,131.0,15.0,2,217,4.0,58.0,5.0,0.9,12.4,0.0,500288,11585,710410,4205,4.0,4.0,0.0,0.02,0.02,22.42,0.0,0.0,0.0,1.32,380.4,29.0,7.0,10.0,377.0,7.0,0.0,616.0,68.0,39.2,181.0,7.0,,,,17,,Caoimhín,Kelleher,Kelleher,,,1530,0,0,3,25,0,2,0,1,0,44,17,95,,,,2.59,0.18,1.47,1.0,0.0,1,24,128
102,a,,,4.0,640,48.0,0,0.0,0,0.0,0.3,328,45.0,0,0,0.0,537.0,63.0,0,0,0.0,481.0,58.0,0.0,0.0,0.0,11460,66,19210,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,63.0,0.0,518.0,52.0,0.0,486.0,37.0,0.0,531.0,63.0,,,,17,,Ellery,Balcombe,Balcombe,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
103,a,,,3.9,726,83.0,0,0.0,-1,1.0,0.2,372,54.0,0,0,0.0,508.0,50.0,0,0,0.0,452.0,45.0,0.0,0.0,0.0,9817,856,8704,158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,50.0,0.0,487.0,37.0,0.0,454.0,22.0,0.0,502.0,50.0,,,,17,,Matthew,Cox,Cox,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
104,a,,,3.9,733,85.0,0,0.0,-1,1.0,0.1,421,66.0,0,0,0.0,515.0,52.0,0,0,0.0,459.0,47.0,0.0,0.0,0.0,11727,112,6629,151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,52.0,0.0,494.0,39.0,0.0,461.0,24.0,0.0,509.0,52.0,,,,17,,Julian,Eyestone,Eyestone,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
105,a,,,3.9,727,84.0,0,0.0,-1,1.0,0.7,221,29.0,0,0,0.0,509.0,51.0,0,0,0.0,453.0,46.0,0.0,0.0,0.0,33608,266,58987,474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,51.0,0.0,488.0,38.0,0.0,455.0,23.0,0.0,503.0,51.0,,,,17,,Hákon Rafn,Valdimarsson,Valdimarsson,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
107,a,,,4.8,352,62.0,0,0.0,-2,2.0,0.7,217,81.0,51,21,3.4,122.0,46.0,3,137,5.0,22.0,8.0,1.0,10.6,0.0,73997,41204,44722,681,5.0,5.0,0.92,0.69,1.61,10.81,0.13,0.1,0.23,1.52,154.8,214.0,88.0,97.0,177.0,44.0,117.0,132.0,23.0,36.8,199.0,66.0,,,,17,,Keane,Lewis-Potter,Lewis-Potter,,,640,2,1,4,12,0,0,0,1,0,0,7,49,,,,0.0,0.56,1.69,0.98,4.22,10,20,23
108,a,100.0,100.0,4.4,495,103.0,0,0.0,-1,1.0,0.2,395,147.0,24,0,2.2,259.0,98.0,0,63,0.8,306.0,106.0,0.2,5.5,0.0,14368,130,19708,314,0.8,0.8,0.43,0.52,0.95,8.71,0.06,0.08,0.14,1.28,114.6,248.0,98.0,26.3,328.0,112.0,101.0,157.0,30.0,24.3,270.0,94.0,,,,17,,Kristoffer,Ajer,Ajer,,,611,0,2,1,12,0,0,0,1,0,0,7,62,,,,0.0,0.15,1.77,1.03,8.1,18,37,15
109,a,,,4.3,553,128.0,0,0.0,-2,2.0,0.1,425,159.0,19,5,1.5,350.0,125.0,0,47,2.2,176.0,65.0,0.5,4.4,0.0,8449,411,14117,103,2.2,2.2,0.14,0.19,0.33,9.72,0.03,0.04,0.07,1.98,50.4,342.0,124.0,28.5,319.0,106.0,19.0,321.0,106.0,9.7,358.0,122.0,,,,17,,Rico,Henry,Henry,,,442,0,1,1,9,0,0,0,2,0,0,3,35,,,,0.0,0.2,1.83,0.61,5.09,7,18,34
110,a,,,4.5,477,96.0,0,0.0,0,0.0,0.7,220,82.0,48,5,2.8,192.0,73.0,6,225,2.3,162.0,62.0,0.5,10.7,0.0,127279,1188,70800,1062,2.3,2.3,0.17,1.67,1.84,21.81,0.01,0.1,0.11,1.33,301.8,84.0,36.0,256.2,48.0,8.0,54.0,248.0,75.0,61.3,83.0,21.0,,,,17,,Michael,Kayode,Kayode,,,1477,0,1,3,24,0,0,0,3,0,0,17,154,,,,0.0,0.18,1.46,1.04,6.64,37,72,74
111,a,100.0,100.0,4.2,611,151.0,0,0.0,-3,3.0,0.1,439,163.0,4,0,1.3,378.0,134.0,0,21,0.7,318.0,112.0,0.2,1.0,0.0,8989,182,22143,238,0.7,0.7,0.0,0.06,0.06,3.18,0.0,0.02,0.02,1.26,62.8,322.0,118.0,1.1,419.0,155.0,12.0,346.0,120.0,7.6,382.0,132.0,,,,17,,Ethan,Pinnock,Pinnock,,,228,0,0,0,5,1,0,0,1,0,0,3,33,,,,0.0,0.0,1.97,1.18,11.45,4,25,9
112,u,0.0,0.0,4.5,412,82.0,0,0.0,0,0.0,0.0,681,233.0,0,0,0.0,648.0,242.0,0,0,0.0,609.0,236.0,0.0,0.0,0.0,211,0,3847,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,243.0,0.0,637.0,243.0,0.0,622.0,242.0,0.0,646.0,243.0,,,,17,,Mads,Roerslev Rasmussen,Roerslev,Has joined Southampton permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
113,a,,,4.5,421,86.0,0,0.0,0,0.0,1.3,163,66.0,52,7,3.1,159.0,63.0,0,190,3.0,120.0,44.0,0.7,11.6,0.0,190158,2497,94436,1658,3.0,3.0,1.86,0.2,2.06,22.42,0.11,0.01,0.12,1.32,341.4,44.0,21.0,31.7,311.0,102.0,173.0,79.0,7.0,54.7,100.0,27.0,,,,17,,Sepp,van den Berg,Van den Berg,,,1530,0,0,3,25,0,0,0,1,0,0,17,184,,,,0.0,0.18,1.47,1.0,9.06,12,142,56
114,a,100.0,100.0,3.9,742,228.0,0,0.0,-1,1.0,0.2,357,132.0,0,0,0.0,524.0,194.0,0,0,0.0,468.0,179.0,0.0,0.0,0.0,10809,97,24735,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,196.0,0.0,503.0,196.0,0.0,470.0,186.0,0.0,518.0,196.0,,,,17,,Benjamin,Arthur,Arthur,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
115,u,0.0,0.0,4.0,685,197.0,0,0.0,0,0.0,0.1,496,179.0,0,0,0.0,576.0,224.0,0,0,0.0,521.0,210.0,0.0,0.0,0.0,2020,0,13579,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,226.0,0.0,557.0,226.0,0.0,526.0,218.0,0.0,570.0,226.0,,,,17,,Benjamin,Fredrick,Fredrick,has joined Dender on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
116,a,100.0,100.0,4.0,651,171.0,0,0.0,0,0.0,0.5,246,91.0,24,0,2.4,233.0,86.0,0,70,2.7,135.0,49.0,0.7,6.0,0.0,51308,1334,42964,1253,2.7,2.7,0.35,0.17,0.52,3.97,0.08,0.04,0.12,0.87,49.4,343.0,125.0,9.9,383.0,135.0,35.0,285.0,89.0,9.5,361.0,124.0,,,,17,,Aaron,Hickey,Hickey,,,410,0,0,2,5,0,0,0,1,0,0,5,35,,,,0.0,0.44,1.1,1.1,6.15,8,20,24
118,u,0.0,0.0,4.0,661,177.0,0,0.0,0,0.0,0.0,584,210.0,0,0,0.0,556.0,208.0,0,0,0.0,500.0,193.0,0.0,0.0,0.0,279,0,10600,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,210.0,0.0,537.0,210.0,0.0,505.0,201.0,0.0,550.0,210.0,,,,17,,Jayden,Meghoma,Meghoma,Has joined Rangers on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
120,a,100.0,100.0,7.0,40,24.0,0,0.0,0,0.0,0.8,208,74.0,50,3,3.1,170.0,75.0,2,174,1.7,230.0,106.0,0.2,7.1,0.0,268132,1914,223040,3462,1.7,1.7,3.87,1.0,4.87,16.51,0.26,0.07,0.33,1.12,245.8,127.0,47.0,207.1,74.0,55.0,363.0,18.0,10.0,81.7,34.0,25.0,,,3.0,17,,Kevin,Schade,Schade,,,1323,3,2,4,17,0,0,1,5,0,0,15,101,,,,0.0,0.27,1.16,1.02,6.87,22,32,47
121,a,,,5.8,110,72.0,0,0.0,-2,2.0,0.6,234,83.0,47,4,3.1,166.0,72.0,3,197,2.3,171.0,76.0,0.4,8.1,0.0,84852,1061,132303,1626,2.3,2.3,0.96,2.26,3.22,16.2,0.08,0.2,0.28,1.42,226.0,143.0,56.0,332.5,26.0,25.0,120.0,129.0,76.0,67.9,66.0,41.0,1.0,3.0,,17,,Mikkel,Damsgaard,Damsgaard,,,1028,1,2,2,17,0,0,0,0,0,0,12,103,,,,0.0,0.18,1.49,1.05,9.02,28,20,55
122,i,0.0,0.0,5.2,222,138.0,0,0.0,-3,3.0,0.0,626,252.0,1,0,1.0,447.0,213.0,0,5,0.0,727.0,317.0,0.0,0.2,0.0,1892,8,6659,16,0.0,0.0,0.0,0.01,0.01,1.49,0.0,0.02,0.02,2.98,4.0,440.0,203.0,1.8,415.0,201.0,0.0,736.0,323.0,0.6,447.0,206.0,,,,17,,Antoni,Milambo,Milambo,Knee injury - Expected back 01 Jun,,45,0,0,0,3,0,0,0,0,0,0,1,4,,,,0.0,0.0,6.0,2.0,8.0,2,0,2
123,i,0.0,0.0,4.7,377,234.0,0,0.0,-3,3.0,0.1,426,140.0,13,0,2.2,261.0,114.0,1,42,0.0,673.0,280.0,0.0,2.8,0.0,27008,11,49031,192,0.0,0.0,0.7,0.03,0.73,2.08,0.63,0.03,0.66,1.87,39.0,368.0,164.0,6.5,392.0,195.0,36.0,282.0,150.0,8.1,375.0,177.0,4.0,,4.0,17,,Fábio,Freitas Gouveia Carvalho,Carvalho,Knee injury - Expected back 01 Jun,,100,1,0,0,4,0,0,0,0,0,0,1,8,,,,0.0,0.0,3.6,0.9,7.2,3,0,5
124,a,100.0,75.0,5.0,238,147.0,0,0.0,0,0.0,0.5,254,87.0,53,0,3.3,136.0,60.0,5,235,4.0,61.0,28.0,0.8,10.6,0.0,78932,1789,61038,2228,4.0,3.0,0.33,1.25,1.58,17.03,0.02,0.09,0.11,1.26,248.6,123.0,44.0,244.3,53.0,43.0,37.0,278.0,147.0,52.9,105.0,61.0,,,,17,,Jordan,Henderson,Henderson,,,1218,1,3,3,19,0,0,0,3,0,0,14,116,,,,0.0,0.22,1.4,1.03,8.57,17,38,61
125,a,100.0,100.0,4.9,299,184.0,0,0.0,-1,1.0,0.0,642,263.0,25,9,2.1,276.0,123.0,2,92,2.5,150.0,67.0,0.5,5.1,0.0,2527,555,2479,57,2.5,2.5,0.25,0.54,0.79,5.33,0.06,0.12,0.18,1.21,85.4,292.0,129.0,92.9,185.0,124.0,29.0,297.0,158.0,20.5,296.0,142.0,5.0,,,17,,Vitaly,Janelt,Janelt,,,398,0,1,2,4,0,0,0,2,0,0,3,60,,,,0.0,0.45,0.9,0.68,13.57,13,21,26
126,a,,,4.9,302,186.0,0,0.0,-1,1.0,0.1,490,167.0,33,3,2.2,265.0,117.0,0,135,2.0,191.0,85.0,0.4,6.7,0.0,10303,184,12207,146,2.0,2.0,0.61,1.1,1.71,7.08,0.1,0.18,0.28,1.18,129.6,232.0,101.0,95.2,182.0,122.0,49.0,256.0,137.0,27.3,257.0,128.0,3.0,,,17,,Mathias,Jensen,Jensen,,,540,2,0,2,8,0,0,0,0,0,0,6,50,,,,0.0,0.33,1.33,1.0,8.33,12,16,22
128,n,0.0,0.0,4.8,353,220.0,0,0.0,-2,2.0,0.0,575,213.0,12,0,2.0,286.0,128.0,0,41,0.0,680.0,286.0,0.0,2.5,0.0,5116,1,7869,87,0.0,0.0,0.0,0.36,0.36,2.02,0.0,0.37,0.37,2.07,28.4,386.0,175.0,13.6,362.0,188.0,4.0,387.0,194.0,4.6,402.0,185.0,,,,17,,Frank,Onyeka,Onyeka,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,,88,0,2,0,2,0,0,0,0,0,0,0,10,,,,0.0,0.0,2.05,0.0,10.23,2,3,5
129,a,100.0,100.0,5.0,273,168.0,0,0.0,0,0.0,0.1,517,182.0,44,5,2.6,217.0,95.0,0,185,1.8,206.0,92.0,0.4,8.8,0.0,12230,196,12418,69,1.8,1.8,0.34,0.62,0.96,18.07,0.03,0.05,0.08,1.34,179.8,184.0,74.0,128.0,139.0,97.0,49.0,258.0,139.0,35.6,209.0,106.0,,,,17,,Yehor,Yarmoliuk,Yarmoliuk,,,1217,0,1,3,21,0,0,0,3,0,0,15,146,,,,0.0,0.22,1.55,1.11,10.8,30,34,82
131,a,,,4.3,601,343.0,0,0.0,-2,2.0,0.2,363,121.0,0,0,0.0,610.0,233.0,0,0,0.0,567.0,208.0,0.0,0.0,0.0,32312,567,31862,404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,227.0,0.0,597.0,226.0,0.0,576.0,221.0,0.0,607.0,228.0,,,,17,,Yunus Emre,Konak,Konak,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
132,a,100.0,100.0,4.5,410,246.0,0,0.0,0,0.0,0.0,644,265.0,0,0,0.0,647.0,252.0,0,0,0.0,608.0,229.0,0.0,0.0,0.0,2371,144,3188,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,248.0,0.0,636.0,247.0,0.0,620.0,243.0,0.0,645.0,249.0,,,,17,,Paris,Maghoma,Maghoma,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
133,a,,,4.4,513,303.0,0,0.0,-1,1.0,0.0,608,236.0,0,0,0.0,620.0,235.0,0,0,0.0,578.0,210.0,0.0,0.0,0.0,3250,67,4924,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,229.0,0.0,607.0,229.0,0.0,586.0,223.0,0.0,616.0,230.0,,,,17,,Myles,Peart-Harris,Peart-Harris,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
134,u,0.0,0.0,4.5,472,288.0,0,0.0,0,0.0,0.0,739,324.0,0,0,0.0,693.0,289.0,0,0,0.0,656.0,268.0,0.0,0.0,0.0,0,0,915,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.0,286.0,0.0,685.0,286.0,0.0,670.0,282.0,0.0,692.0,287.0,,,,17,,Ryan,Trevitt,Trevitt,Has joined Wigan on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
136,a,100.0,75.0,7.1,35,15.0,-1,1.0,11,-11.0,34.0,6,2.0,84,2,4.9,25.0,2.0,12,311,4.0,64.0,7.0,0.6,11.8,0.0,5563971,16456,1419158,389851,4.0,3.0,9.0,0.33,9.33,21.24,0.58,0.02,0.6,1.36,467.6,7.0,2.0,125.2,143.0,9.0,511.0,4.0,3.0,110.4,10.0,2.0,,,2.0,17,,Igor Thiago,Nascimento Rodrigues,Thiago,,,1401,11,0,3,23,0,0,1,3,0,0,16,85,,,,0.0,0.19,1.48,1.03,5.46,15,37,33
137,a,,,4.4,525,70.0,0,0.0,-1,1.0,0.4,273,42.0,0,0,0.0,628.0,64.0,0,0,0.0,587.0,56.0,0.0,0.0,0.0,49293,624,66166,711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,64.0,0.0,615.0,63.0,0.0,595.0,63.0,0.0,624.0,64.0,,,,17,,Iwan,Morgan,Morgan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
748,i,0.0,0.0,4.9,294,182.0,0,0.0,-1,1.0,0.0,755,333.0,0,0,0.0,713.0,303.0,0,0,0.0,690.0,291.0,0.0,0.0,0.0,114,4,149,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,303.0,0.0,710.0,303.0,0.0,701.0,301.0,0.0,714.0,303.0,,,,17,,Josh,Dasilva,Dasilva,Knee injury - Expected back 01 Jan,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
138,a,,,4.2,602,33.0,0,0.0,-3,3.0,0.3,332,47.0,0,0,0.0,584.0,79.0,0,0,0.0,529.0,74.0,0.0,0.0,0.0,7647,77,34694,179,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,79.0,0.0,565.0,68.0,0.0,534.0,53.0,0.0,578.0,79.0,,,,17,,Jason,Steele,Steele,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
139,a,,,4.4,517,26.0,0,0.0,-1,1.0,5.3,74,13.0,56,11,3.3,129.0,14.0,3,285,5.0,20.0,1.0,1.1,12.7,0.0,404879,11071,587281,3721,4.0,5.0,0.0,0.01,0.01,22.64,0.0,0.0,0.0,1.33,441.6,10.0,3.0,10.0,376.0,6.0,0.0,588.0,64.0,45.1,149.0,2.0,,,,17,,Bart,Verbruggen,Verbruggen,,,1530,0,0,4,23,1,1,0,2,0,49,17,102,,,,2.88,0.24,1.35,1.0,0.0,1,9,165
140,a,,,3.9,705,74.0,0,0.0,-1,1.0,0.3,299,41.0,0,0,0.0,493.0,41.0,0,0,0.0,437.0,36.0,0.0,0.0,0.0,13718,272,22353,172,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488.0,41.0,0.0,472.0,28.0,0.0,439.0,13.0,0.0,487.0,41.0,,,,17,,Tom,McGill,McGill,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
141,u,0.0,0.0,4.0,652,55.0,0,0.0,0,0.0,0.0,750,86.0,0,0,0.0,548.0,70.0,0,0,0.0,492.0,65.0,0.0,0.0,0.0,0,0,229,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,70.0,0.0,529.0,59.0,0.0,497.0,44.0,0.0,542.0,70.0,,,,17,,Carl,Rushworth,Rushworth,Has joined Coventry City on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
143,a,,,4.2,608,148.0,0,0.0,-3,3.0,0.1,498,180.0,9,8,3.0,174.0,67.0,2,40,1.5,233.0,81.0,0.4,2.1,0.0,3712,165,10390,62,0.5,1.5,0.0,0.11,0.11,2.47,0.0,0.07,0.07,1.57,39.0,366.0,136.0,10.2,373.0,134.0,2.0,394.0,146.0,5.2,394.0,137.0,,,,17,,Olivier,Boscagli,Boscagli,,,142,0,0,1,1,0,0,0,1,0,0,2,16,,,,0.0,0.63,0.63,1.27,10.14,3,13,10
144,a,,,4.2,616,154.0,0,0.0,-3,3.0,0.1,566,204.0,10,7,2.5,222.0,82.0,0,32,1.2,265.0,92.0,0.3,2.4,0.0,1970,125,6493,32,0.2,1.2,0.0,0.01,0.01,1.59,0.0,0.01,0.01,1.34,36.4,372.0,140.0,2.7,407.0,147.0,0.0,540.0,226.0,3.9,409.0,147.0,,,,17,,Diego,Coppola,Coppola,,,107,0,0,1,1,0,0,0,1,0,0,1,16,,,,0.0,0.84,0.84,0.84,12.62,1,14,4
145,a,100.0,100.0,4.3,563,135.0,0,0.0,-2,2.0,2.2,125,48.0,46,6,3.3,128.0,48.0,6,178,5.0,19.0,6.0,1.2,10.7,0.0,179135,11573,577666,2358,4.0,5.0,1.23,1.92,3.15,12.38,0.15,0.23,0.38,1.46,177.4,189.0,78.0,263.5,42.0,6.0,113.0,140.0,25.0,55.5,97.0,26.0,3.0,6.0,,17,,Maxim,De Cuyper,De Cuyper,,,763,2,0,3,12,0,0,0,1,0,0,9,57,,,,0.0,0.35,1.42,1.06,3.89,10,23,35
146,a,100.0,0.0,4.5,397,74.0,0,0.0,0,0.0,0.9,194,76.0,37,0,2.3,246.0,92.0,0,194,1.3,250.0,87.0,0.3,8.2,0.0,104563,465,158122,2192,0.3,0.0,0.57,0.14,0.71,20.4,0.04,0.01,0.05,1.32,274.6,100.0,46.0,43.8,283.0,90.0,64.0,223.0,60.0,38.4,189.0,64.0,,1.0,,17,,Lewis,Dunk,Dunk,,,1395,0,1,3,22,0,0,0,5,0,0,15,147,,,,0.0,0.19,1.42,0.97,6.77,15,90,68
147,u,0.0,0.0,4.5,408,79.0,0,0.0,0,0.0,0.0,705,240.0,0,0,0.0,645.0,240.0,0,0,0.0,606.0,234.0,0.0,0.0,0.0,0,0,1939,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,241.0,0.0,634.0,241.0,0.0,618.0,239.0,0.0,643.0,241.0,,,,17,,Pervis,Estupiñán Tenorio,Estupiñan,Has joined AC Milan permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
148,a,,,4.4,502,109.0,0,0.0,-1,1.0,0.2,340,123.0,40,6,2.5,226.0,85.0,1,177,3.0,119.0,43.0,0.7,9.1,0.0,32184,863,29343,437,2.0,3.0,0.69,1.21,1.9,18.19,0.05,0.09,0.14,1.32,184.6,180.0,76.0,144.9,118.0,28.0,84.0,183.0,39.0,41.6,170.0,57.0,2.0,,,17,,Ferdi,Kadıoğlu,F.Kadıoğlu,,,1242,0,0,4,18,0,0,0,4,0,0,13,102,,,,0.0,0.29,1.3,0.94,5.22,29,43,55
150,u,0.0,0.0,4.4,504,111.0,0,0.0,-1,1.0,0.1,477,174.0,0,0,0.0,615.0,237.0,0,0,0.0,573.0,230.0,0.0,0.0,0.0,2778,0,37876,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,239.0,0.0,602.0,239.0,0.0,581.0,236.0,0.0,612.0,239.0,,,,17,,Tariq,Lamptey,Lamptey,has joined Fiorentina permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
151,a,,,4.6,387,71.0,0,0.0,1,-1.0,4.4,86,29.0,66,0,4.1,72.0,30.0,4,238,4.3,43.0,17.0,0.9,14.3,0.0,607221,6444,196144,16753,3.3,4.3,1.79,0.58,2.36,21.26,0.11,0.04,0.15,1.33,481.8,5.0,3.0,87.6,191.0,50.0,178.0,76.0,6.0,75.0,45.0,3.0,,,,17,,Jan Paul,van Hecke,Van Hecke,,,1440,3,1,3,23,1,0,0,3,0,0,16,155,,,,0.0,0.19,1.44,1.0,7.81,24,101,49
152,a,100.0,100.0,4.3,547,123.0,0,0.0,-2,2.0,0.1,449,166.0,11,1,1.2,392.0,142.0,0,49,0.7,319.0,113.0,0.2,2.6,0.0,9282,99,26025,108,-0.3,0.7,0.0,0.06,0.06,8.11,0.0,0.01,0.01,1.81,100.6,268.0,105.0,47.5,277.0,87.0,10.0,351.0,123.0,15.9,319.0,108.0,,,,17,,Joël,Veltman,Veltman,,,403,0,0,0,7,0,0,0,3,0,0,4,59,,,,0.0,0.0,1.56,0.89,10.5,20,27,15
153,i,0.0,0.0,4.4,494,102.0,0,0.0,-1,1.0,0.0,722,244.0,0,0,0.0,612.0,235.0,0,0,0.0,569.0,227.0,0.0,0.0,0.0,607,4,1432,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,237.0,0.0,599.0,237.0,0.0,578.0,234.0,0.0,609.0,237.0,,,,17,,Adam,Webster,Webster,Knee injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
