id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
753,a,,,4.0,623,39.0,0,0.0,0,0.0,0.0,709,82.0,0,0,0.0,525.0,56.0,0,0,0.0,469.0,51.0,0.0,0.0,0.0,746,38,246,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,56.0,0.0,504.0,43.0,0.0,471.0,28.0,0.0,519.0,56.0,,,,17,,John,Ruddy,Ruddy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
715,a,,,4.0,637,46.0,0,0.0,0,0.0,0.3,294,38.0,6,0,6.0,6.0,1.0,0,24,1.0,281.0,20.0,0.2,1.5,0.0,42430,432,21041,288,0.5,1.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.33,12.4,412.0,29.0,0.0,515.0,50.0,0.0,483.0,35.0,1.2,438.0,29.0,,,,17,,John Victor,Maciel Furtado,John,,,90,0,0,1,0,0,0,0,0,0,1,1,0,,,,1.0,1.0,0.0,1.0,0.0,0,2,7
579,u,0.0,0.0,8.5,10,6.0,0,0.0,0,0.0,0.1,429,142.0,0,0,0.0,768.0,343.0,0,0,0.0,767.0,343.0,0.0,0.0,0.0,0,0,25170,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.0,343.0,0.0,769.0,343.0,0.0,769.0,343.0,0.0,769.0,343.0,,,,17,,Son,Heung-min,Son,Has joined Los Angeles FC permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
60,a,,,4.5,468,284.0,0,0.0,0,0.0,0.3,311,107.0,0,0,0.0,689.0,285.0,0,0,0.0,652.0,264.0,0.0,0.0,0.0,34579,385,42152,380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.0,282.0,0.0,681.0,282.0,0.0,666.0,278.0,0.0,688.0,283.0,,,,17,,Ben,Broggio,Broggio,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
61,u,0.0,0.0,4.5,401,243.0,0,0.0,0,0.0,0.1,499,173.0,0,0,0.0,642.0,249.0,0,0,0.0,603.0,226.0,0.0,0.0,0.0,2169,0,32831,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,245.0,0.0,630.0,244.0,0.0,613.0,240.0,0.0,640.0,246.0,,,,17,,Leander,Dendoncker,Dendoncker,Has joined Real Oviedo permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
62,a,,,4.5,454,275.0,0,0.0,0,0.0,0.1,530,188.0,0,0,0.0,677.0,278.0,0,0,0.0,640.0,257.0,0.0,0.0,0.0,6600,91,7780,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,275.0,0.0,668.0,274.0,0.0,654.0,271.0,0.0,676.0,276.0,,,,17,,Jamaldeen,Jimoh-Aloba,Jimoh-Aloba,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
468,u,0.0,0.0,4.5,460,62.0,0,0.0,0,0.0,0.1,486,69.0,0,0,0.0,683.0,71.0,0,0,0.0,646.0,63.0,0.0,0.0,0.0,3886,0,13776,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681.0,71.0,0.0,674.0,70.0,0.0,660.0,70.0,0.0,682.0,71.0,,,,17,,Ethan,Wheatley,Wheatley,has joined Northampton Town on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
681,a,100.0,100.0,7.2,33,14.0,0,0.0,-3,3.0,3.1,103,17.0,37,2,2.8,203.0,21.0,5,103,1.0,303.0,37.0,0.1,5.1,0.0,529211,2485,1219920,2059,1.0,1.0,2.29,0.17,2.46,12.28,0.29,0.02,0.31,1.56,124.0,236.0,20.0,98.6,175.0,15.0,240.0,50.0,17.0,45.6,147.0,18.0,,,,17,,Benjamin,Sesko,Šeško,,,709,2,2,1,16,0,0,0,1,0,0,7,30,,,,0.0,0.13,2.03,0.89,3.81,3,11,16
733,a,,,5.0,260,9.0,0,0.0,0,0.0,1.7,147,20.0,26,1,2.4,237.0,21.0,2,105,1.7,224.0,18.0,0.3,5.2,0.0,281875,1977,132904,4154,1.7,1.7,0.0,0.0,0.0,13.61,0.0,0.0,0.0,1.24,214.6,152.0,20.0,0.0,730.0,85.0,2.0,404.0,1.0,21.6,286.0,19.0,,,,17,,Senne,Lammens,Lammens,,,990,0,0,1,17,0,0,0,0,0,25,11,43,,,,2.27,0.09,1.55,1.0,0.0,1,7,83
653,u,0.0,0.0,4.5,414,247.0,0,0.0,0,0.0,0.0,633,256.0,0,0,0.0,649.0,253.0,0,0,0.0,610.0,230.0,0.0,0.0,0.0,0,0,5448,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,249.0,0.0,638.0,248.0,0.0,623.0,244.0,0.0,647.0,250.0,,,,17,,Joe,Hodge,Hodge,Signed by CD Tondela,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
654,a,100.0,100.0,6.2,79,25.0,0,0.0,-3,3.0,0.9,184,27.0,30,0,2.0,289.0,29.0,0,72,1.5,245.0,28.0,0.2,4.8,0.0,181992,289,594806,1471,1.0,1.5,2.69,0.42,3.11,19.56,0.2,0.03,0.23,1.46,103.2,264.0,23.0,87.2,193.0,17.0,236.0,54.0,19.0,42.5,164.0,21.0,,,2.0,17,,Jørgen,Strand Larsen,Strand Larsen,,,1203,1,0,3,25,0,0,1,1,0,0,14,46,,,,0.0,0.22,1.87,1.05,3.44,4,30,12
655,u,0.0,0.0,4.9,322,56.0,0,0.0,-1,1.0,0.2,383,58.0,0,0,0.0,722.0,77.0,0,0,0.0,701.0,70.0,0.0,0.0,0.0,7178,0,54310,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723.0,77.0,0.0,719.0,76.0,0.0,712.0,76.0,0.0,723.0,77.0,,,,17,,Fábio,Soares Silva,Fábio Silva,has joined Borussia Dortmund permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
656,u,0.0,0.0,4.9,315,55.0,0,0.0,-1,1.0,0.1,567,76.0,1,0,1.0,438.0,49.0,0,1,0.0,696.0,69.0,0.0,0.2,0.0,1691,0,9901,11,0.0,0.0,0.0,0.01,0.01,0.1,0.0,0.06,0.06,0.64,1.0,452.0,54.0,4.3,400.0,49.0,2.0,402.0,53.0,0.7,446.0,53.0,,,,17,,Saša,Kalajdžić,Kalajdžić,has joined LASK on loan for the rest of the season.,,14,0,0,0,0,0,0,0,0,0,0,0,2,,,,0.0,0.0,0.0,0.0,12.86,0,1,1
657,i,0.0,0.0,4.4,532,73.0,0,0.0,-1,1.0,0.0,632,79.0,0,0,0.0,633.0,67.0,0,0,0.0,593.0,59.0,0.0,0.0,0.0,3745,22,6079,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,67.0,0.0,621.0,66.0,0.0,601.0,66.0,0.0,630.0,67.0,,,,17,,Leon,Chiwome,Chiwome,Knee injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
695,a,,,4.5,442,92.0,0,0.0,0,0.0,0.0,636,220.0,21,1,1.3,384.0,138.0,0,44,1.2,272.0,99.0,0.3,4.7,0.0,4288,26,3922,58,0.7,1.2,0.26,0.72,0.98,12.51,0.03,0.08,0.11,1.4,163.4,204.0,86.0,162.6,99.0,25.0,26.0,303.0,97.0,35.2,213.0,69.0,,,,17,,Jackson,Tchatchoua,Tchatchoua,,,803,0,0,0,21,0,0,0,0,0,0,7,82,,,,0.0,0.0,2.35,0.78,6.39,15,42,33
709,a,100.0,100.0,4.5,417,85.0,0,0.0,0,0.0,0.0,597,214.0,22,1,1.8,307.0,113.0,0,71,0.8,307.0,107.0,0.2,4.9,0.0,10475,30,8339,57,0.3,0.8,1.61,1.04,2.65,18.36,0.14,0.09,0.23,1.57,253.0,120.0,52.0,91.2,187.0,46.0,129.0,116.0,19.0,47.4,137.0,48.0,,,,17,,Ladislav,Krejcí,Krejčí,,,1053,1,1,0,26,1,0,0,2,0,0,12,110,,,,0.0,0.0,2.22,1.03,7.44,14,73,33
720,a,,,5.4,172,40.0,0,0.0,-1,1.0,0.1,548,75.0,21,1,1.6,345.0,36.0,2,64,2.0,193.0,24.0,0.4,3.9,0.0,18996,154,14460,270,1.5,2.0,0.61,0.06,0.67,5.45,0.16,0.02,0.18,1.46,61.6,326.0,32.0,39.5,293.0,33.0,115.0,139.0,36.0,21.0,293.0,36.0,,2.0,,17,,Tolu,Arokodare,Tolu,,,335,1,0,0,13,0,0,0,1,0,0,3,26,,,,0.0,0.0,3.49,0.81,6.99,3,14,9
749,a,,,4.5,486,67.0,0,0.0,0,0.0,0.1,442,65.0,9,1,1.5,357.0,39.0,0,37,1.3,252.0,30.0,0.3,2.0,0.0,14833,1251,3579,608,0.8,1.3,0.03,0.27,0.3,3.05,0.03,0.27,0.3,3.02,41.0,361.0,39.0,55.5,258.0,28.0,17.0,329.0,49.0,11.2,351.0,42.0,,,,17,,Mateus,Mané,Mané,,,91,0,1,0,4,0,0,0,0,0,0,0,9,,,,0.0,0.0,3.96,0.0,8.9,3,1,5
766,a,,,4.0,682,194.0,0,0.0,0,0.0,0.0,757,252.0,0,0,0.0,574.0,222.0,0,0,0.0,519.0,208.0,0.0,0.0,0.0,56,56,1,1,0.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,568.0,224.0,0.0,555.0,224.0,0.0,524.0,216.0,0.0,568.0,224.0,,,,17,,Saheed,Olagunju,Olagunju,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
767,a,,,4.5,475,290.0,0,0.0,0,0.0,0.0,762,338.0,0,0,0.0,696.0,291.0,0,0,0.0,659.0,270.0,0.0,0.0,0.0,36,36,6,6,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,288.0,0.0,688.0,288.0,0.0,673.0,284.0,0.0,695.0,289.0,,,,17,,Luke,Rawlings,Rawlings,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
56,u,0.0,0.0,5.0,267,163.0,0,0.0,0,0.0,0.0,765,340.0,0,0,0.0,735.0,320.0,0,0,0.0,716.0,309.0,0.0,0.0,0.0,0,0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.0,320.0,0.0,734.0,320.0,0.0,727.0,318.0,0.0,736.0,320.0,,,,17,,Enzo,Barrenechea,Barrenechea,Season-long loan to Benfica,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
63,a,,,4.3,586,332.0,0,0.0,-2,2.0,0.6,231,81.0,0,0,0.0,602.0,226.0,0,0,0.0,556.0,200.0,0.0,0.0,0.0,74429,2371,90854,977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,219.0,0.0,588.0,218.0,0.0,565.0,212.0,0.0,598.0,220.0,,,,17,,Kadan,Young,Young,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
183,a,,,4.3,582,32.0,0,0.0,-2,2.0,0.1,443,68.0,0,0,0.0,599.0,83.0,0,0,0.0,553.0,81.0,0.0,0.0,0.0,5016,74,14108,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.0,83.0,0.0,585.0,76.0,0.0,561.0,63.0,0.0,595.0,83.0,,,,17,,Max,Weiß,Weiss,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
743,a,,,4.5,480,294.0,0,0.0,0,0.0,0.0,703,302.0,0,0,0.0,698.0,293.0,0,0,0.0,663.0,274.0,0.0,0.0,0.0,1061,26,806,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,292.0,0.0,692.0,292.0,0.0,677.0,288.0,0.0,699.0,293.0,,,,17,,Landon,Emenalo,Emenalo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
281,a,,,4.4,524,311.0,0,0.0,-1,1.0,0.0,576,214.0,0,0,0.0,627.0,242.0,0,0,0.0,586.0,217.0,0.0,0.0,0.0,3981,67,5302,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,236.0,0.0,614.0,236.0,0.0,594.0,230.0,0.0,623.0,237.0,,,,17,,Kaden,Rodney,Rodney,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
106,a,,,4.9,316,55.0,0,0.0,-1,1.0,1.6,151,60.0,53,8,3.1,161.0,65.0,2,168,3.5,92.0,35.0,0.7,10.8,0.0,167477,2036,169693,2435,3.5,3.5,1.06,0.83,1.89,21.35,0.07,0.05,0.12,1.32,398.0,24.0,10.0,65.4,239.0,68.0,157.0,89.0,9.0,62.2,80.0,19.0,,,,17,,Nathan,Collins,Collins,,,1456,0,0,3,24,1,0,0,4,0,0,16,208,,,,0.0,0.19,1.48,0.99,10.88,17,159,71
400,a,,,4.7,369,18.0,0,0.0,-3,3.0,0.2,392,60.0,0,0,0.0,703.0,86.0,0,0,0.0,671.0,85.0,0.0,0.0,0.0,2796,27,18161,103,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,86.0,0.0,698.0,82.0,0.0,685.0,73.0,0.0,704.0,86.0,,,,17,,Stefan,Ortega Moreno,Ortega Moreno,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
297,a,,,3.8,756,242.0,0,0.0,-2,2.0,0.2,379,140.0,0,0,0.0,473.0,168.0,0,0,0.0,415.0,152.0,0.0,0.0,0.0,7556,156,17064,144,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.0,172.0,0.0,452.0,171.0,0.0,417.0,159.0,0.0,468.0,171.0,,,,17,,Roman,Dixon,Dixon,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
434,a,,,3.9,692,63.0,0,0.0,-1,1.0,0.3,319,44.0,0,0,0.0,483.0,31.0,0,0,0.0,425.0,25.0,0.0,0.0,0.0,12771,200,18402,171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,31.0,0.0,461.0,17.0,0.0,427.0,2.0,0.0,477.0,31.0,,,,17,,Tom,Heaton,Heaton,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
448,a,,,3.8,748,234.0,0,0.0,-2,2.0,0.4,262,99.0,0,0,0.0,468.0,163.0,0,0,0.0,410.0,147.0,0.0,0.0,0.0,47435,447,43441,562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.0,167.0,0.0,447.0,166.0,0.0,411.0,153.0,0.0,462.0,165.0,,,,17,,Tyrell,Malacia,Malacia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
142,u,0.0,0.0,4.0,641,49.0,0,0.0,0,0.0,0.0,751,87.0,0,0,0.0,538.0,64.0,0,0,0.0,482.0,59.0,0.0,0.0,0.0,0,0,188,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,64.0,0.0,519.0,53.0,0.0,487.0,38.0,0.0,532.0,64.0,,,,17,,Kjell,Scherpen,Scherpen,Has joined Union SG permanently,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
474,a,100.0,100.0,5.3,182,25.0,0,0.0,-2,2.0,1.7,146,58.0,34,0,2.8,197.0,75.0,0,123,1.5,240.0,85.0,0.3,6.4,0.0,229964,1714,363810,2932,1.5,1.5,0.33,0.46,0.79,9.09,0.04,0.06,0.1,1.1,190.0,177.0,73.0,31.7,312.0,103.0,55.0,245.0,72.0,27.8,252.0,84.0,,3.0,4.0,17,,Fabian,Schär,Schär,,,744,0,0,3,9,0,0,0,1,0,0,7,97,,,,0.0,0.36,1.09,0.85,9.56,10,69,32
156,a,,,3.9,734,223.0,0,0.0,-1,1.0,0.1,412,155.0,0,0,0.0,516.0,189.0,0,0,0.0,460.0,174.0,0.0,0.0,0.0,6905,73,13113,90,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,191.0,0.0,495.0,191.0,0.0,462.0,181.0,0.0,510.0,191.0,,,,17,,Charlie,Tasker,Tasker,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
504,u,0.0,0.0,4.0,639,47.0,0,0.0,0,0.0,0.1,481,75.0,0,0,0.0,536.0,62.0,0,0,0.0,480.0,57.0,0.0,0.0,0.0,0,0,14684,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.0,62.0,0.0,517.0,51.0,0.0,485.0,36.0,0.0,530.0,62.0,,,,17,,Matt,Turner,Turner,Has joined Lyon permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
630,a,,,3.9,701,71.0,0,0.0,-1,1.0,1.4,156,21.0,0,0,0.0,490.0,38.0,0,0,0.0,434.0,33.0,0.0,0.0,0.0,58395,700,75711,818,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,38.0,0.0,469.0,25.0,0.0,435.0,10.0,0.0,484.0,38.0,,,,17,,Tom,King,King,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
669,a,,,5.5,148,93.0,0,0.0,-5,5.0,0.9,198,67.0,41,0,2.7,212.0,93.0,4,140,1.5,244.0,114.0,0.3,7.5,0.0,542294,246,549811,1073,1.0,1.5,0.78,1.22,2.0,13.88,0.07,0.11,0.18,1.25,143.4,224.0,96.0,152.7,112.0,81.0,134.0,112.0,67.0,43.1,162.0,84.0,,,,17,,Dan,Ndoye,Ndoye,,,997,1,2,2,16,0,0,0,1,0,0,14,80,,,,0.0,0.18,1.44,1.26,7.22,18,19,43
491,a,100.0,100.0,5.3,196,120.0,0,0.0,-2,2.0,1.0,177,58.0,43,4,2.5,227.0,99.0,1,221,1.8,211.0,97.0,0.3,8.1,0.0,148698,2419,261283,1214,1.8,1.8,0.45,1.38,1.83,12.73,0.04,0.11,0.15,0.99,198.0,168.0,68.0,261.8,43.0,36.0,96.0,164.0,97.0,55.7,96.0,58.0,1.0,1.0,,17,,Sandro,Tonali,Tonali,,,1154,0,1,5,13,0,0,0,1,0,0,14,118,,,,0.0,0.39,1.01,1.09,9.2,15,37,66
