id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
5,Gabriel,dos Santos Magalhães,Gabriel,d,Thigh injury - 25% chance of playing,,6.2,77,3.0,12.5,30,10.0,0.0,755.0,253.0,0,0,0.0,2,-2.0,2236,54046,0.0,13.1,0.2,0.2,7.4,2.0,1.0,25.0,25.0,65.0,28.0,243.0,71.0,179.0,38.0,142.0,51.0,,,,,,,,0.07,0.06,0.13,0.56,0.0,0.64,0.45,1.0,9.09,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2460.0,67695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Joe,Gauci,Gauci,u,Has joined Port Vale on loan for the rest of the season.,,4.0,648,52.0,0.1,463,74.0,0.0,487.0,63.0,0,0,0.0,0,0.0,0,191,0.0,0.0,0.0,0.0,0.0,548.0,69.0,0.0,0.0,542.0,69.0,529.0,58.0,497.0,43.0,542.0,69.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,Enock,Agyei,Boateng,a,,,4.7,381,237.0,0.0,587,221.0,0.0,672.0,280.0,0,0,0.0,-3,3.0,212,118,0.0,0.0,0.0,0.0,0.0,705.0,299.0,,,706.0,299.0,700.0,298.0,687.0,295.0,706.0,299.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Kim,Ji-soo,Ji-soo,u,has joined Kaiserslautern on loan for the rest of the season.,,3.9,738,224.0,0.1,480,175.0,0.0,461.0,176.0,0,0,0.0,-1,1.0,0,115,0.0,0.0,0.0,0.0,0.0,522.0,191.0,0.0,0.0,516.0,193.0,501.0,193.0,468.0,183.0,516.0,193.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Kevin,Schade,Schade,a,,,7.0,40,24.0,0.8,209,74.0,1.6,236.0,109.0,3,0,0.0,0,0.0,5914,7375,0.2,7.1,1.6,1.6,3.1,172.0,75.0,100.0,100.0,128.0,47.0,75.0,56.0,18.0,10.0,35.0,26.0,,,3.0,,,,,0.26,0.07,0.33,1.12,0.0,0.27,1.16,1.02,6.87,17,3.0,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,13799.0,8760.0,0.0,0.54,0.030000000000000027,0.5700000000000003,1.2700000000000014,12.800000000000011,14.199999999999989,57.0,8.400000000000006,0.0,2.0,3.0,5.0
240,Christopher,Nkunku,Nkunku,u,has joined AC Milan permanently.,,5.9,96,63.0,0.1,493,169.0,0.0,752.0,335.0,0,0,0.0,-1,1.0,0,30,0.0,0.0,0.0,0.0,0.0,759.0,337.0,0.0,0.0,760.0,337.0,760.0,337.0,759.0,337.0,760.0,337.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,Tyrique,George,George,a,,,4.8,366,229.0,0.1,547,198.0,0.0,684.0,288.0,0,0,0.0,-2,2.0,129,133,0.0,0.8,0.0,0.0,1.0,436.0,205.0,,,423.0,193.0,391.0,194.0,242.0,131.0,385.0,180.0,,,,,,,,0.2,0.05,0.25,1.05,0.0,0.63,1.27,0.0,1.9,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,Kiernan,Dewsbury-Hall,Dewsbury-Hall,d,Hamstring injury - 25% chance of playing,,5.0,248,153.0,5.5,71,24.0,5.4,17.0,8.0,0,-1,1.0,0,0.0,3391,197365,1.1,15.0,1.4,0.0,5.0,21.0,9.0,25.0,0.0,92.0,29.0,34.0,32.0,69.0,42.0,39.0,30.0,2.0,,,,,,,0.11,0.2,0.31,1.26,0.0,0.43,1.15,1.07,7.8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3977.0,290018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,Séamus,Coleman,Coleman,i,Hamstring injury - Unknown return date,,4.3,544,120.0,0.1,473,173.0,0.0,531.0,219.0,0,0,0.0,-2,2.0,19,223,0.0,0.7,0.0,0.0,1.0,409.0,150.0,0.0,0.0,584.0,235.0,436.0,162.0,544.0,228.0,584.0,235.0,,,,,,,,0.0,0.0,0.0,1.96,0.0,0.0,0.0,8.18,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Jayce,Fitzgerald,Fitzgerald,a,,,4.4,530,314.0,0.0,601,230.0,0.0,586.0,216.0,0,0,0.0,-1,1.0,76,70,0.0,0.0,0.0,0.0,0.0,631.0,243.0,,,626.0,237.0,618.0,237.0,599.0,231.0,627.0,238.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Miodrag,Pivaš,Pivas,a,,,3.8,767,252.0,0.4,258,98.0,0.0,417.0,159.0,0,0,0.0,-2,2.0,1400,1824,0.0,0.0,0.0,0.0,0.0,480.0,175.0,,,475.0,178.0,458.0,177.0,424.0,166.0,474.0,177.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1743.0,2127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,John,Ruddy,Ruddy,a,,,4.0,623,39.0,0.0,705,81.0,0.0,467.0,52.0,0,0,0.0,0,0.0,78,66,0.0,0.0,0.0,0.0,0.0,528.0,58.0,,,522.0,58.0,507.0,45.0,474.0,30.0,522.0,58.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,John Victor,Maciel Furtado,John,a,,,4.0,636,45.0,0.4,289,38.0,1.4,240.0,20.0,1,0,0.0,0,0.0,1268,648,0.4,1.8,0.9,1.4,3.5,109.0,11.0,,,411.0,29.0,517.0,51.0,485.0,36.0,433.0,29.0,,,,,,,,0.0,0.0,0.0,0.92,0.5,0.5,0.5,1.0,0.0,17,1.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1798.0,745.0,0.0,0.0,0.0,0.0,1.5,2.5999999999999996,0.0,0.0,0.30000000000000004,0.0,0.0,4.0,0.0
570,Kevin,Danso,Danso,a,,,4.2,604,144.0,0.1,416,157.0,1.4,241.0,85.0,0,-1,1.0,-3,3.0,265,386,0.3,4.5,1.4,0.9,1.7,321.0,117.0,,,226.0,91.0,392.0,141.0,358.0,127.0,322.0,111.0,,,,,,,,0.01,0.02,0.03,1.46,0.0,0.18,1.83,1.1,12.65,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Son,Heung-min,Son,u,Has joined Los Angeles FC permanently.,,8.5,10,6.0,0.1,432,145.0,0.0,768.0,344.0,0,0,0.0,0,0.0,0,40,0.0,0.0,0.0,0.0,0.0,769.0,344.0,0.0,0.0,770.0,344.0,770.0,344.0,770.0,344.0,770.0,344.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,Dane,Scarlett,Scarlett,a,,,4.3,570,77.0,0.6,234,36.0,0.0,542.0,49.0,0,0,0.0,-2,2.0,847,1597,0.0,0.0,0.0,-0.5,0.0,594.0,58.0,,,588.0,58.0,578.0,57.0,554.0,57.0,589.0,58.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,1813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Ben,Broggio,Broggio,a,,,4.5,467,284.0,0.3,315,107.0,0.0,649.0,262.0,0,0,0.0,0,0.0,839,796,0.0,0.0,0.0,0.0,0.0,689.0,285.0,,,687.0,282.0,681.0,282.0,666.0,278.0,688.0,283.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,Leander,Dendoncker,Dendoncker,u,Has joined Real Oviedo permanently.,,4.5,400,243.0,0.1,500,174.0,0.0,599.0,224.0,0,0,0.0,0,0.0,0,134,0.0,0.0,0.0,0.0,0.0,642.0,249.0,0.0,0.0,639.0,245.0,630.0,244.0,613.0,240.0,640.0,246.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Jamaldeen,Jimoh-Aloba,Jimoh-Aloba,a,,,4.5,453,275.0,0.1,532,190.0,0.0,637.0,255.0,0,0,0.0,0,0.0,185,171,0.0,0.0,0.0,0.0,0.0,677.0,278.0,,,675.0,275.0,668.0,274.0,654.0,271.0,676.0,276.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,Airidas,Golambeckis,Golambeckis,a,,,4.0,688,201.0,0.0,680,234.0,0.0,521.0,215.0,0,0,0.0,0,0.0,87,100,0.0,0.0,0.0,-0.5,0.0,581.0,229.0,,,575.0,231.0,562.0,231.0,531.0,223.0,575.0,231.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,André,Trindade da Costa Neto,André,a,,,5.3,202,124.0,0.1,505,177.0,2.6,149.0,61.0,2,0,0.0,-2,2.0,159,305,0.5,7.9,2.1,2.6,2.5,231.0,101.0,100.0,100.0,181.0,72.0,124.0,91.0,338.0,176.0,222.0,114.0,,,,,,,,0.01,0.03,0.04,1.67,0.0,0.0,2.03,1.01,12.89,17,2.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,391.0,457.0,0.0,0.09000000000000001,0.010000000000000009,0.09999999999999998,1.2800000000000011,13.0,2.5,2.0,1.7999999999999972,2.0,4.0,5.0,11.0
37,Lucas,Digne,Digne,a,,,4.5,398,75.0,1.7,143,56.0,2.0,185.0,68.0,1,0,0.0,0,0.0,3097,8857,0.4,11.8,2.0,2.0,3.3,130.0,49.0,100.0,100.0,177.0,73.0,68.0,16.0,193.0,43.0,134.0,48.0,2.0,2.0,,,,,,0.03,0.13,0.16,1.23,0.0,0.45,0.72,1.08,4.76,17,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4208.0,11988.0,0.0,0.0,0.0,0.0,0.13000000000000078,4.800000000000011,0.30000000000001137,0.0,0.5,1.0,1.0,0.0,2.0
38,Ezri,Konsa Ngoyo,Konsa,a,,,4.4,498,105.0,7.6,57,19.0,2.8,123.0,48.0,2,0,0.0,-1,1.0,11437,20362,0.6,11.1,2.8,2.8,3.1,155.0,59.0,100.0,100.0,100.0,46.0,261.0,79.0,234.0,66.0,182.0,61.0,,,,,,,,0.02,0.01,0.03,1.38,0.0,0.32,1.08,1.02,5.66,17,2.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,14580.0,27544.0,0.0,0.0,0.0,0.0,1.3299999999999983,14.200000000000045,0.3999999999999986,0.0,1.5,0.0,6.0,2.0,6.0
39,Ian,Maatsen,Maatsen,a,,,4.2,614,151.0,0.5,256,96.0,1.2,265.0,95.0,2,0,0.0,-3,3.0,2704,1250,0.3,3.1,1.2,1.2,1.1,396.0,143.0,,,241.0,95.0,132.0,33.0,197.0,45.0,228.0,75.0,5.0,,,,,,,0.07,0.13,0.2,1.66,0.0,0.0,1.73,0.86,8.12,17,2.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,3287.0,1532.0,0.0,0.030000000000000027,0.010000000000000009,0.039999999999999813,1.1999999999999993,15.0,20.60000000000001,8.0,4.399999999999999,3.0,5.0,4.0,8.0
468,Ethan,Wheatley,Wheatley,u,has joined Northampton Town on loan for the rest of the season.,,4.5,459,62.0,0.1,486,69.0,0.0,643.0,63.0,0,0,0.0,0,0.0,0,65,0.0,0.0,0.0,0.0,0.0,683.0,71.0,0.0,0.0,681.0,71.0,674.0,70.0,660.0,70.0,682.0,71.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,Benjamin,Sesko,Šeško,a,,,7.2,34,14.0,3.1,103,17.0,1.2,284.0,33.0,2,0,0.0,-3,3.0,5587,4481,0.2,5.1,1.2,1.2,2.8,206.0,22.0,100.0,100.0,236.0,20.0,177.0,15.0,49.0,17.0,148.0,19.0,,,,,,,,0.29,0.02,0.31,1.62,0.0,0.13,2.03,0.89,3.81,17,2.0,72.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7671.0,5131.0,0.0,0.32000000000000006,0.010000000000000009,0.33000000000000007,1.450000000000001,1.4000000000000057,0.7999999999999972,21.0,2.299999999999997,0.0,0.0,1.0,1.0
733,Senne,Lammens,Lammens,a,,,5.0,258,9.0,1.6,149,20.0,1.6,232.0,19.0,1,0,0.0,0,0.0,3278,9465,0.3,5.2,1.6,1.6,2.4,239.0,21.0,,,153.0,20.0,731.0,85.0,404.0,1.0,286.0,19.0,,,,,,,,0.0,0.0,0.0,1.28,2.27,0.09,1.55,1.0,0.0,17,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,4035.0,12491.0,0.0,0.0,0.0,0.0,1.540000000000001,16.400000000000006,0.0,0.0,1.6000000000000014,0.0,1.0,7.0,0.0
653,Joe,Hodge,Hodge,u,Signed by CD Tondela,,4.5,413,247.0,0.0,634,257.0,0.0,607.0,228.0,0,0,0.0,0,0.0,0,51,0.0,0.0,0.0,0.0,0.0,649.0,253.0,0.0,0.0,646.0,249.0,638.0,248.0,623.0,244.0,647.0,250.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,Jørgen,Strand Larsen,Strand Larsen,a,,,6.2,79,25.0,0.9,186,26.0,1.4,262.0,29.0,0,0,0.0,-3,3.0,648,3062,0.2,4.8,0.9,1.4,2.0,290.0,29.0,100.0,100.0,264.0,23.0,194.0,17.0,54.0,19.0,165.0,21.0,,,2.0,,,,,0.2,0.03,0.23,1.46,0.0,0.22,1.87,1.05,3.44,17,0.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,72.0,1330.0,4129.0,0.0,0.8199999999999998,0.010000000000000009,0.8300000000000001,1.2799999999999976,12.200000000000003,3.299999999999997,26.0,4.200000000000003,1.0,5.0,1.0,7.0
40,Tyrone,Mings,Mings,i,Hamstring injury - Expected back 30 Dec,,4.3,551,126.0,0.6,241,89.0,0.0,535.0,223.0,0,0,0.0,-2,2.0,36,1255,0.0,5.6,0.0,0.0,3.4,118.0,42.0,0.0,0.0,240.0,94.0,282.0,89.0,306.0,99.0,300.0,100.0,,,,,,,,0.06,0.02,0.08,1.59,0.0,0.36,1.09,1.09,7.42,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Pau,Torres,Pau,i,Calf injury - Expected back 30 Dec,,4.3,560,132.0,0.4,277,106.0,2.0,184.0,67.0,0,0,0.0,-2,2.0,86,5664,0.5,9.1,0.0,0.0,3.2,143.0,53.0,0.0,0.0,162.0,67.0,353.0,124.0,300.0,95.0,265.0,90.0,,,,,,,,0.02,0.02,0.04,1.34,0.0,0.28,1.04,0.95,6.9,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,7671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Andrés,García,A.García,a,,,3.9,741,226.0,0.2,350,129.0,0.0,464.0,178.0,0,0,0.0,-1,1.0,404,542,0.0,0.0,0.0,0.0,0.0,525.0,193.0,100.0,100.0,519.0,195.0,504.0,195.0,471.0,185.0,519.0,195.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Álex,Moreno Lopera,Alex Moreno,u,Has joined Girona permanently.,,4.0,626,158.0,1.8,138,54.0,0.0,469.0,181.0,0,0,0.0,0,0.0,0,3748,0.0,0.0,0.0,0.0,0.0,530.0,196.0,0.0,0.0,524.0,198.0,510.0,198.0,477.0,188.0,524.0,198.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Lamare,Bogarde,Bogarde,a,,,4.0,661,177.0,0.6,244,90.0,0.6,321.0,115.0,0,0,0.0,0,0.0,1239,1830,0.2,5.0,0.6,0.6,1.7,320.0,116.0,100.0,100.0,361.0,134.0,308.0,101.0,374.0,134.0,378.0,130.0,,,,,,,,0.0,0.03,0.03,1.28,0.0,0.28,0.56,0.84,4.5,17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1576.0,2215.0,0.0,0.0,0.0,0.0,0.05999999999999961,0.0,0.10000000000000142,0.0,0.0,1.0,0.0,1.0,1.0
610,Aaron,Wan-Bissaka,Wan-Bissaka,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,,4.2,610,149.0,4.4,85,29.0,1.8,204.0,74.0,0,0,0.0,-3,3.0,162,22517,0.4,6.0,0.0,0.0,2.1,275.0,105.0,0.0,0.0,170.0,71.0,91.0,24.0,324.0,107.0,186.0,63.0,,,,,,,,0.0,0.04,0.04,1.72,0.0,0.0,2.23,0.98,7.83,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,34458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,Jackson,Tchatchoua,Tchatchoua,a,,,4.5,441,92.0,0.0,639,220.0,1.2,269.0,99.0,1,0,0.0,0,0.0,56,109,0.3,4.7,0.7,1.2,1.3,384.0,137.0,,,206.0,86.0,99.0,25.0,303.0,97.0,215.0,69.0,,,,,,,,0.03,0.08,0.11,1.4,0.0,0.0,2.35,0.78,6.39,17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,71.0,189.0,0.0,0.0,0.0,0.0,0.0,3.0,0.09999999999999432,0.0,0.30000000000000426,1.0,1.0,0.0,2.0
56,Enzo,Barrenechea,Barrenechea,u,Season-long loan to Benfica,,5.0,265,162.0,0.0,770,344.0,0.0,715.0,309.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,736.0,321.0,0.0,0.0,737.0,321.0,735.0,321.0,728.0,319.0,737.0,321.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Kadan,Young,Young,a,,,4.3,586,333.0,0.7,222,80.0,0.0,551.0,197.0,0,0,0.0,-2,2.0,4559,2166,0.0,0.0,0.0,0.0,0.0,602.0,226.0,,,597.0,219.0,588.0,218.0,565.0,212.0,598.0,220.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5870.0,2661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Oluwaseun,Adewumi,Adewumi,u,Has joined Cercle Brugge on loan for the rest of the season.,,4.5,460,279.0,0.0,724,314.0,0.0,644.0,259.0,0,0,0.0,0,0.0,0,7,0.0,0.0,0.0,0.0,0.0,684.0,282.0,0.0,0.0,682.0,279.0,675.0,278.0,661.0,275.0,683.0,280.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,Jaydon,Banel,Banel,a,,,4.5,448,272.0,0.0,581,218.0,0.0,633.0,252.0,0,0,0.0,0,0.0,230,161,0.0,0.0,0.0,0.0,0.0,674.0,276.0,,,671.0,272.0,664.0,271.0,650.0,268.0,672.0,273.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,David,Brooks,Brooks,a,,,5.0,240,148.0,0.2,382,126.0,0.8,311.0,142.0,2,0,0.0,0,0.0,806,517,0.2,5.2,0.8,0.8,1.7,327.0,149.0,100.0,100.0,277.0,122.0,82.0,60.0,55.0,33.0,123.0,65.0,5.0,3.0,,,,,,0.31,0.23,0.54,0.95,0.0,0.5,1.25,1.13,6.77,17,2.0,73.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,97.0,1068.0,627.0,0.0,0.79,0.06000000000000005,0.8499999999999996,0.0,0.0,15.5,31.0,3.8000000000000043,1.0,0.0,2.0,3.0
137,Iwan,Morgan,Morgan,a,,,4.4,526,70.0,0.4,273,42.0,0.0,583.0,56.0,0,0,0.0,-1,1.0,1261,1544,0.0,0.0,0.0,0.0,0.0,628.0,64.0,,,623.0,64.0,615.0,63.0,596.0,63.0,624.0,64.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1738.0,1787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
