id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
516,a,100.0,100.0,5.7,117,75.0,0,0.0,-3,3.0,0.9,189,65.0,49,2,2.9,191.0,81.0,6,187,4.3,45.0,21.0,0.8,8.6,0.0,220763,2601,259183,1056,4.3,3.8,1.61,1.3,2.91,15.6,0.15,0.12,0.27,1.47,218.4,159.0,61.0,284.1,42.0,37.0,178.0,81.0,51.0,67.9,73.0,46.0,,,,18,,Callum,Hudson-Odoi,Hudson-Odoi,,,954,3,1,1,17,0,0,0,0,0,0,9,56,,,,0.0,0.09,1.6,0.85,5.28,9,13,34
517,a,,,5.3,190,117.0,0,0.0,-2,2.0,4.7,81,27.0,72,3,4.0,82.0,35.0,4,363,3.7,74.0,34.0,0.7,13.6,0.0,804929,4460,947958,3224,3.7,3.2,1.8,1.77,3.57,24.96,0.1,0.1,0.2,1.39,385.4,33.0,8.0,501.9,5.0,5.0,144.0,112.0,68.0,103.5,19.0,16.0,2.0,,4.0,18,,Elliot,Anderson,Anderson,,,1620,1,2,3,28,0,0,0,4,0,0,18,240,,,,0.0,0.17,1.56,1.0,13.33,47,41,152
518,u,0.0,0.0,5.4,175,108.0,0,0.0,-1,1.0,0.0,597,228.0,1,0,1.0,457.0,217.0,0,6,0.0,745.0,328.0,0.0,0.2,0.0,1029,0,8970,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,437.0,200.0,0.5,430.0,207.0,4.0,394.0,197.0,1.0,445.0,205.0,,,,18,,João Pedro,Ferreira da Silva,Jota,has joined Besiktas on loan for the rest of the season.,,11,0,0,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,24.55,2,1,0
519,a,100.0,100.0,5.0,255,158.0,0,0.0,0,0.0,0.0,683,289.0,10,2,1.1,404.0,184.0,0,49,0.8,309.0,140.0,0.2,2.0,0.0,1312,22,1380,6,0.8,0.3,0.36,0.23,0.59,4.85,0.09,0.06,0.15,1.26,46.2,356.0,159.0,80.6,213.0,134.0,8.0,370.0,187.0,13.6,339.0,162.0,3.0,,,18,,Nicolás,Domínguez,Dominguez,,,347,0,0,1,6,0,0,0,2,0,0,5,32,,,,0.0,0.26,1.56,1.3,8.3,12,8,12
190,a,,,3.9,721,215.0,0,0.0,-1,1.0,0.9,200,78.0,39,9,3.2,140.0,55.0,2,102,3.2,96.0,31.0,0.8,10.0,0.0,220813,451,166157,291,3.2,3.2,0.21,0.23,0.44,18.12,0.02,0.02,0.04,1.66,225.0,154.0,65.0,40.3,302.0,98.0,71.0,210.0,53.0,33.7,229.0,76.0,,,,18,,Hjalmar,Ekdal,Ekdal,,,983,0,0,2,19,0,0,0,0,0,0,11,123,,,,0.0,0.18,1.74,1.01,9.98,16,93,24
191,d,75.0,75.0,3.9,720,214.0,0,0.0,-1,1.0,10.5,37,13.0,42,0,2.6,224.0,84.0,0,139,1.8,199.0,70.0,0.5,10.8,0.0,680267,547,1515584,13228,1.4,1.4,0.41,0.39,0.8,33.52,0.03,0.02,0.05,2.11,340.6,56.0,24.0,67.2,235.0,67.0,60.0,237.0,68.0,47.0,155.0,52.0,,,,18,,Maxime,Estève,Estève,Knock - 75% chance of playing,,1432,0,0,2,33,2,0,0,0,0,0,16,187,,,,0.0,0.13,2.07,1.01,10.12,16,145,50
192,a,,,4.0,658,174.0,0,0.0,0,0.0,1.0,187,75.0,46,0,3.1,161.0,63.0,0,170,1.5,233.0,82.0,0.4,11.5,0.0,166799,279,117724,1316,1.5,1.5,0.19,1.51,1.7,30.28,0.01,0.1,0.11,2.04,305.4,89.0,39.0,228.9,68.0,14.0,57.0,244.0,73.0,59.2,96.0,25.0,1.0,,,18,,Quilindschy,Hartman,Hartman,,,1337,0,5,2,28,0,0,0,1,0,0,15,124,,,,0.0,0.13,1.88,1.01,7.0,31,73,49
193,a,100.0,100.0,3.9,715,211.0,0,0.0,-1,1.0,0.1,544,196.0,6,6,3.0,172.0,68.0,0,20,1.0,286.0,105.0,0.3,1.5,0.0,3092,23,6853,13,1.0,1.0,0.21,0.01,0.22,1.5,0.21,0.01,0.22,1.47,20.6,406.0,154.0,2.3,415.0,151.0,8.0,364.0,129.0,3.1,419.0,152.0,,,,18,,Bashir,Humphreys,Humphreys,,,92,0,0,1,2,0,0,0,0,0,0,1,9,,,,0.0,0.98,1.96,0.98,8.8,3,6,2
194,i,0.0,0.0,3.9,710,207.0,0,0.0,-1,1.0,0.1,538,194.0,0,0,0.0,502.0,182.0,0,0,0.0,444.0,169.0,0.0,0.0,0.0,1229,6,14507,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,183.0,0.0,482.0,183.0,0.0,449.0,175.0,0.0,496.0,183.0,,,,18,,Jordan,Beyer,Jordan,Hamstring injury - Unknown return date,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
195,a,100.0,100.0,3.8,766,249.0,0,0.0,-2,2.0,0.2,352,131.0,6,6,1.5,360.0,127.0,0,25,0.8,301.0,110.0,0.2,1.6,0.0,24525,108,22395,111,0.8,0.8,0.07,0.27,0.34,3.76,0.03,0.11,0.14,1.46,33.8,379.0,144.0,45.0,287.0,92.0,10.0,358.0,125.0,8.8,373.0,130.0,,,,18,,Lucas,Pires Silva,Lucas Pires,,,231,0,0,1,4,0,0,0,0,1,0,3,13,,,,0.0,0.39,1.56,1.17,5.06,5,8,12
196,u,0.0,0.0,4.0,645,167.0,0,0.0,0,0.0,0.0,595,213.0,0,0,0.0,547.0,204.0,0,0,0.0,489.0,191.0,0.0,0.0,0.0,202,0,9388,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,205.0,0.0,529.0,205.0,0.0,497.0,198.0,0.0,541.0,205.0,,,,18,,Shurandy,Sambo,Sambo,Has joined Sparta Rotterdam on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
548,a,100.0,100.0,4.9,321,197.0,0,0.0,-1,1.0,0.0,717,310.0,3,0,0.8,466.0,220.0,0,8,0.5,349.0,163.0,0.1,0.6,0.0,624,4,1001,7,0.0,0.5,0.12,0.22,0.34,1.35,0.14,0.25,0.39,1.56,5.6,435.0,199.0,5.5,400.0,199.0,17.0,338.0,176.0,2.6,428.0,195.0,,3.0,,18,,Romaine,Mundle,Mundle,,,78,0,0,0,0,0,0,0,1,0,0,0,7,,,,0.0,0.0,0.0,0.0,8.08,0,2,5
549,a,,,4.8,350,219.0,0,0.0,-2,2.0,0.0,625,251.0,2,0,1.0,442.0,205.0,0,7,0.0,683.0,288.0,0.0,0.4,0.0,1657,13,3861,13,-0.5,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,9.0,2.0,450.0,207.0,0.0,706.0,303.0,0.0,694.0,300.0,0.2,461.0,212.0,,,,18,,Dan,Neil,Neil,,,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,0.0,0.0,0.0,0.0,90.0,0,2,0
550,a,,,4.8,347,218.0,0,0.0,-2,2.0,0.0,646,266.0,0,0,0.0,710.0,303.0,0,0,0.0,682.0,287.0,0.0,0.0,0.0,771,5,2357,10,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,303.0,0.0,705.0,302.0,0.0,693.0,299.0,0.0,711.0,303.0,,,,18,,Ian,Poveda-Ocampo,Poveda,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
551,a,,,4.7,380,236.0,0,0.0,-3,3.0,0.0,573,212.0,11,0,1.6,348.0,160.0,0,30,0.5,345.0,160.0,0.1,2.3,0.0,4440,29,7356,26,0.0,0.5,0.32,0.07,0.39,1.82,0.12,0.03,0.15,0.66,9.0,422.0,191.0,27.3,329.0,178.0,17.0,337.0,175.0,5.4,397.0,183.0,,,,18,,Chris,Rigg,Rigg,,,249,0,0,2,0,0,0,0,0,0,0,4,18,,,,0.0,0.72,0.0,1.45,6.51,5,3,10
552,n,0.0,0.0,5.0,275,171.0,0,0.0,0,0.0,0.0,570,210.0,37,0,2.3,256.0,112.0,0,190,1.5,243.0,110.0,0.3,7.4,0.0,7826,4,9832,46,0.0,0.0,0.24,0.75,0.99,20.09,0.02,0.05,0.07,1.28,159.4,214.0,91.0,155.6,113.0,83.0,37.0,286.0,151.0,35.3,223.0,115.0,,,,18,,Noah,Sadiki,Sadiki,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,,1414,0,0,5,17,0,0,0,4,0,0,16,118,,,,0.0,0.32,1.08,1.02,7.51,20,50,48
553,n,0.0,0.0,4.9,332,206.0,0,0.0,-1,1.0,0.2,394,130.0,51,0,3.2,149.0,62.0,5,148,2.7,131.0,59.0,0.6,10.4,0.0,55502,6,65009,184,0.0,0.0,1.19,0.49,1.67,13.55,0.12,0.05,0.17,1.38,128.4,242.0,106.0,126.7,151.0,103.0,123.0,130.0,76.0,37.3,214.0,112.0,,,,18,,Chemsdine,Talbi,Talbi,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,,881,2,2,5,8,0,0,0,0,0,0,9,53,,,,0.0,0.51,0.82,0.92,5.41,7,11,35
579,u,0.0,0.0,8.5,10,6.0,0,0.0,0,0.0,0.1,435,147.0,0,0,0.0,771.0,346.0,0,0,0.0,771.0,346.0,0.0,0.0,0.0,0,0,25216,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.0,346.0,0.0,772.0,346.0,0.0,772.0,346.0,0.0,772.0,346.0,,,,18,,Son,Heung-min,Son,Has joined Los Angeles FC permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
651,a,,,4.3,595,342.0,0,0.0,-2,2.0,0.4,280,96.0,0,0,0.0,610.0,232.0,0,0,0.0,564.0,204.0,0.0,0.0,0.0,46700,210,52992,206,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,225.0,0.0,597.0,226.0,0.0,575.0,220.0,0.0,606.0,227.0,,,,18,,Tom,Edozie,Edozie,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
652,a,,,4.3,594,341.0,0,0.0,-2,2.0,1.4,158,53.0,0,0,0.0,609.0,231.0,0,0,0.0,563.0,203.0,0.0,0.0,0.0,161838,846,196381,864,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,224.0,0.0,596.0,225.0,0.0,574.0,219.0,0.0,605.0,226.0,,,,18,,Enso,González Medina,Gonzalez,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
653,u,0.0,0.0,4.5,412,247.0,0,0.0,0,0.0,0.0,634,258.0,0,0,0.0,650.0,254.0,0,0,0.0,611.0,230.0,0.0,0.0,0.0,0,0,5485,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646.0,249.0,0.0,639.0,249.0,0.0,624.0,245.0,0.0,648.0,251.0,,,,18,,Joe,Hodge,Hodge,Signed by CD Tondela,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
654,a,100.0,100.0,6.1,82,26.0,0,0.0,-4,4.0,0.9,190,26.0,31,1,1.9,303.0,30.0,0,75,1.3,261.0,27.0,0.2,5.1,0.0,182921,146,598767,385,1.3,0.8,2.69,0.43,3.12,19.89,0.2,0.03,0.23,1.45,103.2,273.0,24.0,87.7,199.0,18.0,238.0,56.0,20.0,42.8,172.0,21.0,,,2.0,18,,Jørgen,Strand Larsen,Strand Larsen,,,1231,1,0,3,25,0,0,1,1,0,0,14,46,,,,0.0,0.22,1.83,1.02,3.36,4,30,12
4,a,,,3.9,736,85.0,0,0.0,-1,1.0,0.3,330,46.0,0,0,0.0,522.0,55.0,0,0,0.0,464.0,49.0,0.0,0.0,0.0,27105,253,23509,130,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,55.0,0.0,502.0,42.0,0.0,469.0,27.0,0.0,516.0,55.0,,,,18,,Tommy,Setford,Setford,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
68,a,,,4.0,644,49.0,0,0.0,0,0.0,0.9,192,26.0,0,0,0.0,546.0,67.0,0,0,0.0,488.0,61.0,0.0,0.0,0.0,46245,53,65144,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,67.0,0.0,528.0,56.0,0.0,496.0,41.0,0.0,540.0,67.0,,,,18,,Will,Dennis,Dennis,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
562,a,,,4.3,598,82.0,0,0.0,-2,2.0,0.4,279,43.0,0,0,0.0,612.0,62.0,0,0,0.0,567.0,54.0,0.0,0.0,0.0,41353,118,71059,200,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.0,62.0,0.0,599.0,61.0,0.0,577.0,61.0,0.0,608.0,62.0,,,,18,,Ahmed,Abdullahi,Abdullahi,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
197,a,,,3.8,761,244.0,0,0.0,-2,2.0,0.3,309,114.0,11,0,2.2,262.0,100.0,0,18,1.3,250.0,90.0,0.3,2.9,0.0,29675,273,14733,307,1.3,1.3,0.42,0.08,0.5,3.65,0.3,0.06,0.36,2.57,42.2,365.0,136.0,17.5,355.0,124.0,23.0,315.0,102.0,8.2,380.0,131.0,,,,18,,Oliver,Sonne,Sonne,,,128,1,0,0,4,0,0,0,0,0,0,1,7,,,,0.0,0.0,2.81,0.7,2.81,1,3,3
429,a,,,4.8,340,213.0,0,0.0,-2,2.0,0.1,528,188.0,0,0,0.0,708.0,302.0,0,0,0.0,679.0,285.0,0.0,0.0,0.0,3667,17,7317,32,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,709.0,302.0,0.0,703.0,301.0,0.0,690.0,298.0,0.0,709.0,302.0,,,,18,,Kalvin,Phillips,Phillips,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
739,a,,,4.4,537,320.0,0,0.0,-1,1.0,0.0,662,273.0,1,0,1.0,427.0,192.0,0,2,0.2,391.0,179.0,0.0,0.2,0.0,2865,18,2187,19,0.7,0.7,0.0,0.2,0.2,0.18,0.0,1.2,1.2,1.08,2.0,449.0,206.0,17.8,350.0,184.0,0.0,606.0,236.0,2.0,433.0,197.0,,,,18,,Divine,Mukasa,Mukasa,,,15,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,6.0,0,0,1
439,a,,,4.2,621,155.0,0,0.0,-3,3.0,0.1,552,199.0,0,0,0.0,592.0,234.0,0,0,0.0,537.0,223.0,0.0,0.0,0.0,2626,17,7481,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586.0,236.0,0.0,576.0,235.0,0.0,547.0,230.0,0.0,587.0,236.0,,,,18,,Diego,León Blanco,D.Leon,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
481,a,,,3.8,763,246.0,0,0.0,-2,2.0,0.7,215,80.0,0,0,0.0,483.0,177.0,0,0,0.0,422.0,162.0,0.0,0.0,0.0,63382,300,80023,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,178.0,0.0,461.0,177.0,0.0,426.0,167.0,0.0,477.0,178.0,,,,18,,Alex,Murphy,A.Murphy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
37,a,100.0,100.0,4.5,397,74.0,0,0.0,0,0.0,1.7,145,56.0,54,1,3.2,144.0,57.0,1,218,1.8,201.0,72.0,0.4,12.0,0.0,245913,480,269463,1797,0.8,1.8,0.46,1.48,1.94,13.67,0.04,0.13,0.17,1.22,190.0,185.0,76.0,223.4,75.0,17.0,78.0,200.0,47.0,48.9,143.0,49.0,2.0,2.0,,18,,Lucas,Digne,Digne,,,1009,0,3,5,8,0,0,0,2,0,0,12,77,,,,0.0,0.45,0.71,1.07,4.73,17,36,38
11,i,0.0,0.0,5.2,208,31.0,0,0.0,-3,3.0,0.9,197,76.0,22,0,5.5,10.0,4.0,3,90,2.7,133.0,50.0,0.5,4.2,0.0,323917,5,329389,4514,0.0,0.0,0.37,0.42,0.79,3.52,0.12,0.14,0.26,1.13,89.2,296.0,113.0,66.8,236.0,68.0,34.0,295.0,93.0,19.0,309.0,103.0,,,,18,,Benjamin,White,White,Hamstring injury - Expected back 03 Jan,,280,0,1,2,2,0,0,0,0,0,0,4,30,,,,0.0,0.64,0.64,1.29,8.36,11,15,16
13,a,,,3.8,767,250.0,0,0.0,-2,2.0,0.5,252,94.0,0,0,0.0,484.0,178.0,0,0,0.0,423.0,163.0,0.0,0.0,0.0,46429,182,64509,256,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,179.0,0.0,463.0,179.0,0.0,429.0,170.0,0.0,478.0,179.0,,,,18,,Brayden,Clarke,Clarke,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
14,u,0.0,0.0,3.9,742,225.0,0,0.0,-1,1.0,0.1,461,169.0,0,0,0.0,528.0,194.0,0,0,0.0,470.0,181.0,0.0,0.0,0.0,10218,0,21812,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.0,195.0,0.0,508.0,195.0,0.0,475.0,187.0,0.0,522.0,195.0,,,,18,,Maldini,Kacurri,Kacurri,has joined Morecambe on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
16,a,100.0,100.0,10.3,5,3.0,0,0.0,3,-3.0,21.8,16,5.0,85,7,5.3,15.0,6.0,10,328,6.0,13.0,7.0,0.6,8.3,0.0,3582810,12028,2751154,15661,7.0,7.0,4.82,4.02,8.84,8.06,0.35,0.29,0.64,0.59,356.0,45.0,14.0,481.0,7.0,7.0,468.0,8.0,3.0,130.6,5.0,4.0,2.0,,1.0,18,,Bukayo,Saka,Saka,,,1238,4,5,6,8,0,0,0,1,0,0,14,100,,,,0.0,0.44,0.58,1.02,7.27,22,8,70
17,a,100.0,100.0,7.8,17,12.0,0,0.0,-2,2.0,1.7,146,47.0,33,10,2.8,213.0,94.0,3,136,3.3,95.0,46.0,0.4,4.2,0.0,201550,3489,447636,613,4.3,4.3,0.57,1.33,1.9,6.23,0.08,0.19,0.27,0.9,155.6,221.0,95.0,284.0,44.0,39.0,82.0,194.0,114.0,52.2,120.0,67.0,4.0,,3.0,18,,Martin,Ødegaard,Ødegaard,,,624,1,1,3,5,0,0,0,0,0,0,8,51,,,,0.0,0.43,0.72,1.15,7.36,10,9,32
18,a,100.0,100.0,6.8,45,28.0,0,0.0,-2,2.0,0.8,211,76.0,16,0,1.8,321.0,144.0,0,54,0.8,314.0,143.0,0.1,2.4,0.0,206810,374,263096,1060,1.8,1.8,0.47,0.97,1.44,3.44,0.1,0.21,0.31,0.74,42.6,363.0,163.0,118.2,162.0,109.0,155.0,102.0,64.0,31.5,236.0,119.0,3.0,,,18,,Noni,Madueke,Madueke,,,420,0,0,3,3,0,0,0,0,0,0,5,20,,,,0.0,0.64,0.64,1.07,4.29,5,4,11
19,a,100.0,75.0,6.8,46,29.0,0,0.0,-2,2.0,0.9,199,68.0,23,1,1.6,357.0,165.0,1,63,1.2,284.0,129.0,0.2,3.4,0.0,127368,105,207491,971,2.2,1.7,1.66,0.15,1.81,3.84,0.37,0.03,0.4,0.85,60.6,331.0,150.0,59.9,252.0,152.0,148.0,108.0,66.0,26.4,266.0,131.0,,,,18,,Gabriel,Martinelli Silva,Martinelli,,,408,1,0,2,2,0,0,0,1,0,0,5,23,,,,0.0,0.44,0.44,1.1,5.07,4,4,15
20,a,100.0,100.0,6.9,41,25.0,0,0.0,-1,1.0,1.0,180,61.0,64,2,4.6,42.0,16.0,6,222,2.0,198.0,92.0,0.3,9.3,0.0,227027,1610,155947,2025,3.0,3.0,3.35,1.74,5.09,5.25,0.32,0.16,0.48,0.5,262.0,124.0,45.0,278.4,47.0,42.0,303.0,32.0,17.0,84.4,37.0,29.0,,,4.0,18,,Leandro,Trossard,Trossard,,,952,4,3,5,7,0,0,0,0,0,0,10,58,,,,0.0,0.47,0.66,0.95,5.48,9,9,40
21,a,100.0,100.0,7.2,32,20.0,0,0.0,7,-7.0,26.0,12,3.0,102,5,5.7,9.0,5.0,15,412,5.2,23.0,10.0,0.7,14.2,0.0,3923982,30095,1769639,7985,6.2,6.2,2.06,3.57,5.63,10.12,0.12,0.21,0.33,0.6,437.0,14.0,3.0,536.0,3.0,3.0,179.0,79.0,50.0,115.3,8.0,6.0,1.0,1.0,,18,,Declan,Rice,Rice,,,1515,2,7,8,11,0,0,0,1,0,0,17,182,,,,0.0,0.48,0.65,1.01,10.81,29,65,88
31,a,100.0,100.0,6.4,58,21.0,0,0.0,-1,1.0,0.2,370,57.0,3,1,1.0,461.0,53.0,0,5,0.5,355.0,40.0,0.1,0.5,0.0,26313,436,14489,591,1.5,1.5,0.23,0.03,0.26,0.44,0.39,0.05,0.44,0.75,7.0,428.0,46.0,6.2,397.0,48.0,45.0,268.0,43.0,5.8,394.0,47.0,,,,18,,Gabriel,Fernando de Jesus,G.Jesus,,,53,0,0,0,1,0,0,0,0,0,0,0,6,,,,0.0,0.0,1.7,0.0,10.19,1,1,4
266,a,,,7.6,21,14.0,0,0.0,1,-1.0,13.9,25,10.0,66,0,4.4,51.0,21.0,6,254,0.8,315.0,144.0,0.1,8.7,0.0,3199272,2323,2835842,43561,1.8,1.8,2.54,1.41,3.95,6.0,0.23,0.13,0.36,0.54,252.4,128.0,46.0,158.5,108.0,79.0,281.0,39.0,23.0,69.1,64.0,43.0,,,,18,,Eberechi,Eze,Eze,,,991,4,3,6,6,0,0,0,0,0,0,12,64,,,,0.0,0.54,0.54,1.09,5.81,11,13,40
662,i,0.0,0.0,5.4,173,23.0,0,0.0,-1,1.0,0.1,421,157.0,17,0,1.7,340.0,123.0,1,85,0.3,377.0,136.0,0.1,3.1,0.0,41989,4,48942,79,0.0,0.0,0.0,0.43,0.43,2.68,0.0,0.09,0.09,0.56,84.0,303.0,116.0,23.2,342.0,119.0,8.0,372.0,133.0,11.5,354.0,121.0,,,,18,,Cristhian,Mosquera,Mosquera,Ankle injury - Unknown return date,,429,0,0,1,4,0,0,0,1,0,0,4,48,,,,0.0,0.21,0.84,0.84,7.34,11,24,17
666,a,100.0,100.0,8.8,9,4.0,0,0.0,-2,2.0,10.1,41,7.0,48,2,3.0,183.0,16.0,4,178,1.8,211.0,23.0,0.2,5.5,0.0,2591088,1269,4404938,5927,2.8,2.8,5.87,0.85,6.72,6.87,0.49,0.07,0.56,0.57,196.0,180.0,14.0,120.9,159.0,12.0,403.0,11.0,6.0,71.7,57.0,11.0,,,2.0,18,,Viktor,Gyökeres,Gyökeres,,,1085,5,0,7,5,0,0,0,3,0,0,13,36,,,,0.0,0.58,0.41,1.08,2.99,4,9,23
700,i,0.0,0.0,4.3,599,344.0,0,0.0,-2,2.0,0.4,288,98.0,5,0,2.5,233.0,102.0,0,13,0.0,568.0,206.0,0.0,1.2,0.0,126978,219,102822,580,0.0,0.0,0.14,0.02,0.16,0.12,0.47,0.07,0.54,0.4,1.0,457.0,209.0,0.8,425.0,204.0,26.0,303.0,161.0,2.8,425.0,193.0,,,,18,,Max,Dowman,Dowman,Ankle injury - Unknown return date,,27,0,1,0,0,0,0,0,0,0,0,0,3,,,,0.0,0.0,0.0,0.0,10.0,2,0,1
711,a,,,4.5,486,300.0,0,0.0,0,0.0,0.0,688,291.0,0,0,0.0,703.0,298.0,0,0,0.0,668.0,278.0,0.0,0.0,0.0,1513,6,1333,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,298.0,0.0,697.0,297.0,0.0,682.0,293.0,0.0,704.0,298.0,,,,18,,Andre,Harriman-Annous,Harriman-Annous,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
725,a,100.0,75.0,5.5,145,17.0,0,0.0,0,0.0,2.6,114,44.0,31,1,3.4,126.0,48.0,2,122,4.5,35.0,13.0,0.8,5.6,0.0,429708,632,108703,6624,5.5,4.1,0.0,0.51,0.51,5.16,0.0,0.07,0.07,0.71,157.2,216.0,89.0,23.6,340.0,117.0,12.0,354.0,123.0,19.2,303.0,101.0,,,,18,,Piero,Hincapié,Hincapie,,,653,0,0,2,6,0,0,0,2,0,0,7,67,,,,0.0,0.28,0.83,0.96,9.23,14,53,29
759,a,,,4.0,685,197.0,0,0.0,0,0.0,0.0,710,241.0,0,0,0.0,580.0,227.0,0,0,0.0,523.0,215.0,0.0,0.0,0.0,578,19,237,21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,228.0,0.0,562.0,228.0,0.0,531.0,222.0,0.0,574.0,228.0,,,,18,,Marli,Salmon,Salmon,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
32,a,100.0,100.0,5.0,239,8.0,0,0.0,0,0.0,3.2,102,15.0,59,2,4.2,63.0,4.0,3,252,2.7,132.0,12.0,0.5,11.8,0.0,538099,1964,383789,1767,1.7,2.7,0.0,0.03,0.03,18.08,0.0,0.0,0.0,1.29,306.4,88.0,15.0,3.0,409.0,12.0,0.0,722.0,81.0,30.8,243.0,16.0,,,,18,,Emiliano,Martínez Romero,Martinez,,,1260,0,0,4,11,0,1,0,1,0,41,14,78,,,,2.93,0.29,0.79,1.0,0.0,0,12,117
