id,status,chance_of_playing_next_round,chance_of_playing_this_round,now_cost,now_cost_rank,now_cost_rank_type,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,selected_rank,selected_rank_type,total_points,event_points,points_per_game,points_per_game_rank,points_per_game_rank_type,bonus,bps,form,form_rank,form_rank_type,value_form,value_season,dreamteam_count,transfers_in,transfers_in_event,transfers_out,transfers_out_event,ep_next,ep_this,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,influence,influence_rank,influence_rank_type,creativity,creativity_rank,creativity_rank_type,threat,threat_rank,threat_rank_type,ict_index,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,gw,set_piece_threat,first_name,second_name,web_name,news,news_added,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,defensive_contribution,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,tackles,clearances_blocks_interceptions,recoveries
218,a,,,4.3,544,75.0,0,0.0,-2,2.0,1.2,168,24.0,1,0,1.0,415.0,46.0,0,3,0.0,538.0,48.0,0.0,0.2,0.0,124618,372,265805,628,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,4.37,0.2,463.0,56.0,0.3,434.0,53.0,0.0,548.0,56.0,0.1,463.0,56.0,,,2.0,18,,Ashley,Barnes,Barnes,,,7,0,0,0,0,0,0,0,0,0,0,0,1,,,,0.0,0.0,0.0,0.0,12.86,0,0,1
219,u,0.0,0.0,4.4,503,68.0,0,0.0,-1,1.0,0.1,444,65.0,0,0,0.0,618.0,63.0,0,0,0.0,575.0,55.0,0.0,0.0,0.0,4151,0,39597,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0,63.0,0.0,605.0,62.0,0.0,584.0,62.0,0.0,614.0,63.0,,,,18,,Michael,Obafemi,Obafemi,has joined VfL Bochum  on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
470,a,100.0,100.0,4.0,626,40.0,0,0.0,0,0.0,33.4,8,2.0,57,11,3.2,141.0,14.0,5,240,3.3,86.0,9.0,0.8,14.2,0.0,1309398,3724,950218,3889,3.3,3.3,0.0,0.03,0.03,35.92,0.0,0.0,0.0,2.0,501.6,7.0,1.0,0.0,513.0,47.0,0.0,480.0,32.0,50.3,133.0,2.0,,,,18,,Martin,Dúbravka,Dúbravka,,,1620,0,0,3,34,0,0,0,0,0,65,18,96,,,,3.61,0.17,1.89,1.0,0.0,0,37,142
676,a,100.0,100.0,5.0,269,166.0,0,0.0,0,0.0,0.1,430,144.0,52,3,3.1,166.0,71.0,5,190,3.0,110.0,49.0,0.6,10.4,0.0,29498,111,22294,130,3.0,3.0,2.08,0.17,2.25,23.31,0.18,0.01,0.19,2.0,222.2,157.0,60.0,87.0,201.0,129.0,156.0,100.0,62.0,46.3,159.0,83.0,,,,18,,Lesley,Ugochukwu,Ugochukwu,,,1051,3,1,3,21,0,0,0,0,1,0,12,92,,,,0.0,0.26,1.8,1.03,7.88,24,26,42
112,u,0.0,0.0,4.5,410,81.0,0,0.0,0,0.0,0.0,685,235.0,0,0,0.0,649.0,242.0,0,0,0.0,610.0,238.0,0.0,0.0,0.0,211,0,3858,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,243.0,0.0,638.0,243.0,0.0,623.0,242.0,0.0,647.0,243.0,,,,18,,Mads,Roerslev Rasmussen,Roerslev,Has joined Southampton permanently.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
113,d,75.0,,4.5,419,85.0,0,0.0,0,0.0,1.3,164,67.0,52,0,3.1,164.0,66.0,0,190,2.5,141.0,54.0,0.6,11.6,0.0,199962,383,102458,1772,2.5,2.5,1.86,0.2,2.06,22.42,0.11,0.01,0.12,1.32,341.4,53.0,23.0,31.7,324.0,110.0,173.0,85.0,7.0,54.7,112.0,34.0,,,,18,,Sepp,van den Berg,Van den Berg,Knock - 75% chance of playing,,1530,0,0,3,25,0,0,0,1,0,0,17,184,,,,0.0,0.18,1.47,1.0,9.06,12,142,56
114,a,100.0,100.0,3.9,745,228.0,0,0.0,-1,1.0,0.2,355,132.0,0,0,0.0,531.0,197.0,0,0,0.0,473.0,184.0,0.0,0.0,0.0,11189,18,25215,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,198.0,0.0,511.0,198.0,0.0,478.0,190.0,0.0,525.0,198.0,,,,18,,Benjamin,Arthur,Arthur,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
115,u,0.0,0.0,4.0,683,195.0,0,0.0,0,0.0,0.1,497,180.0,0,0,0.0,579.0,226.0,0,0,0.0,522.0,214.0,0.0,0.0,0.0,2020,0,13709,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,227.0,0.0,561.0,227.0,0.0,530.0,221.0,0.0,573.0,227.0,,,,18,,Benjamin,Fredrick,Fredrick,has joined Dender on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
139,a,,,4.4,520,26.0,0,0.0,-1,1.0,5.4,71,12.0,57,1,3.2,143.0,15.0,3,296,4.0,52.0,4.0,0.9,13.0,0.0,432939,6080,606527,1332,4.0,3.0,0.0,0.01,0.01,25.44,0.0,0.0,0.0,1.41,478.8,9.0,2.0,10.0,381.0,6.0,0.0,591.0,65.0,48.8,146.0,3.0,,,,18,,Bart,Verbruggen,Verbruggen,,,1620,0,0,4,25,1,1,0,3,0,54,18,102,,,,3.0,0.22,1.39,1.0,0.0,1,12,176
159,i,0.0,0.0,5.8,104,69.0,0,0.0,-2,2.0,0.0,719,312.0,0,0,0.0,760.0,338.0,0,0,0.0,755.0,336.0,0.0,0.0,0.0,560,1,2377,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,761.0,338.0,0.0,761.0,338.0,0.0,759.0,337.0,0.0,761.0,338.0,,,,18,,Solly,March,March,Knee injury - Expected back 03 Jan,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
45,a,,,3.9,729,217.0,0,0.0,-1,1.0,0.3,317,116.0,0,0,0.0,515.0,186.0,0,0,0.0,457.0,173.0,0.0,0.0,0.0,16935,44,29525,74,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,187.0,0.0,495.0,187.0,0.0,462.0,179.0,0.0,509.0,187.0,,,,18,,Lino,da Cruz Sousa,Sousa,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
46,u,0.0,0.0,4.0,676,189.0,0,0.0,0,0.0,0.1,441,161.0,0,0,0.0,573.0,221.0,0,0,0.0,516.0,209.0,0.0,0.0,0.0,4656,0,20052,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,222.0,0.0,555.0,222.0,0.0,524.0,216.0,0.0,567.0,222.0,,,,18,,Yasin,Özcan,Yasin,has joined Anderlecht on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
48,a,100.0,100.0,5.9,92,59.0,0,0.0,-1,1.0,0.8,210,75.0,35,7,2.9,192.0,82.0,1,187,3.5,83.0,38.0,0.6,5.9,0.0,86829,1073,258100,535,2.5,3.5,0.67,1.36,2.03,15.66,0.07,0.14,0.21,1.62,168.4,206.0,86.0,211.4,82.0,62.0,112.0,148.0,86.0,49.2,141.0,76.0,3.0,,,18,,Youri,Tielemans,Tielemans,,,871,0,3,2,11,0,0,0,0,0,0,10,93,,,,0.0,0.21,1.14,1.03,9.61,25,20,48
49,u,0.0,0.0,5.5,140,88.0,0,0.0,0,0.0,0.1,502,176.0,0,0,0.0,757.0,336.0,0,0,0.0,750.0,332.0,0.0,0.0,0.0,2168,0,48104,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758.0,336.0,0.0,757.0,336.0,0.0,755.0,335.0,0.0,758.0,336.0,,,,18,,Leon,Bailey,Bailey,Has joined AS Roma on loan for the rest of the season.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
50,a,100.0,100.0,5.3,186,114.0,0,0.0,-2,2.0,0.4,267,91.0,53,3,3.3,139.0,61.0,7,176,2.2,177.0,76.0,0.4,10.0,0.0,145498,340,118974,962,1.2,2.2,1.58,0.88,2.46,10.14,0.23,0.13,0.36,1.47,230.6,150.0,57.0,160.9,106.0,77.0,158.0,97.0,60.0,55.0,111.0,64.0,,6.0,2.0,18,,Emiliano,Buendía Stati,Buendía,,,619,4,2,2,5,0,0,0,2,0,0,7,75,,,,0.0,0.29,0.73,1.02,10.9,22,14,39
51,u,0.0,0.0,5.5,148,94.0,0,0.0,0,0.0,0.0,665,275.0,0,0,0.0,758.0,337.0,0,0,0.0,752.0,334.0,0.0,0.0,0.0,1383,0,3716,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.0,337.0,0.0,758.0,337.0,0.0,756.0,336.0,0.0,759.0,337.0,,,,18,,Samuel,Iling-Junior,Iling Jr,has joined West Bromwich Albion on loan for the rest of the season,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
53,a,,,5.1,230,141.0,0,0.0,-4,4.0,0.8,208,74.0,49,1,2.7,220.0,96.0,3,149,2.2,176.0,75.0,0.4,9.6,0.0,163875,361,280642,1251,1.2,2.2,3.16,0.35,3.51,9.08,0.48,0.05,0.53,1.39,179.2,193.0,79.0,98.6,183.0,122.0,237.0,57.0,34.0,50.5,131.0,69.0,,,1.0,18,,Donyell,Malen,Malen,,,587,4,1,1,8,0,0,0,0,0,0,5,15,,,,0.0,0.15,1.23,0.77,2.3,4,1,10
54,a,,,5.4,155,97.0,0,0.0,-1,1.0,0.8,214,78.0,51,1,2.8,207.0,89.0,1,226,3.3,89.0,41.0,0.6,9.4,0.0,123103,986,122289,781,2.3,3.3,1.14,1.74,2.88,21.57,0.07,0.11,0.18,1.41,217.8,161.0,63.0,348.3,25.0,25.0,112.0,146.0,84.0,68.1,70.0,45.0,4.0,,,18,,John,McGinn,McGinn,,,1375,1,2,6,16,0,0,0,3,0,0,18,115,,,,0.0,0.39,1.05,1.18,7.53,25,25,65
55,i,0.0,0.0,4.8,339,212.0,0,0.0,-2,2.0,0.0,607,235.0,15,0,2.1,282.0,123.0,0,56,0.2,394.0,182.0,0.0,3.1,0.0,4305,3,11311,20,0.0,0.0,0.43,0.16,0.59,1.41,0.34,0.13,0.47,1.11,51.8,344.0,155.0,33.7,316.0,173.0,55.0,249.0,135.0,14.0,336.0,161.0,,,,18,,Ross,Barkley,Barkley,Knee injury - Expected back 07 Feb,,114,1,1,0,0,0,0,0,0,0,0,0,15,,,,0.0,0.0,0.0,0.0,11.84,3,2,10
56,u,0.0,0.0,5.0,264,162.0,0,0.0,0,0.0,0.0,771,345.0,0,0,0.0,738.0,323.0,0,0,0.0,720.0,312.0,0.0,0.0,0.0,0,0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,323.0,0.0,737.0,323.0,0.0,730.0,321.0,0.0,739.0,323.0,,,,18,,Enzo,Barrenechea,Barrenechea,Season-long loan to Benfica,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0,0,0
