id,first_name,second_name,web_name,status,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,selected_by_percent,selected_rank,selected_rank_type,form,form_rank,form_rank_type,event_points,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,transfers_in_event,transfers_out_event,value_form,value_season,ep_next,ep_this,points_per_game,points_per_game_rank,points_per_game_rank_type,chance_of_playing_next_round,chance_of_playing_this_round,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,direct_freekicks_order,penalties_order,set_piece_threat,corners_and_indirect_freekicks_text,direct_freekicks_text,penalties_text,expected_goals_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,saves_per_90,clean_sheets_per_90,goals_conceded_per_90,starts_per_90,defensive_contribution_per_90,gw,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,starts,bonus,bps,transfers_in,transfers_out,dreamteam_count,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence,creativity,threat,ict_index,tackles,clearances_blocks_interceptions,recoveries,defensive_contribution
716,Nicolò,Savona,Savona,a,,,4.5,437,91.0,0.2,375,139.0,2.3,156.0,61.0,1,0,0.0,0,0.0,249,206,0.5,8.4,2.3,1.8,2.9,186.0,73.0,,,162.0,68.0,158.0,40.0,176.0,36.0,168.0,58.0,,,,,,,,0.12,0.04,0.16,1.31,0.0,0.27,1.52,0.99,5.11,18,1.0,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,479.0,1119.0,0.0,0.1100000000000001,0.04999999999999999,0.16000000000000014,1.3900000000000006,17.599999999999994,19.299999999999997,6.0,4.299999999999997,1.0,3.0,1.0,4.0
729,Luis Eduardo,Soares da Silva,Cuiabano,u,has joined Botafogo on loan for the rest of the season.,,4.5,455,94.0,0.0,770,255.0,0.0,642.0,241.0,0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,679.0,245.0,0.0,0.0,677.0,246.0,670.0,246.0,656.0,245.0,678.0,246.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,Dilane,Bakwa,Bakwa,a,,,5.9,101,67.0,0.0,689,292.0,0.2,409.0,191.0,1,0,0.0,-1,1.0,24,16,0.0,1.0,0.2,-0.3,1.2,401.0,182.0,100.0,100.0,388.0,173.0,223.0,140.0,261.0,141.0,328.0,158.0,,,,,,,,0.07,0.14,0.21,1.68,0.0,0.0,2.08,1.04,6.76,18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.1999999999999993,0.09999999999999432,0.0,0.0,0.0,0.0,0.0,0.0
528,Anthony,Patterson,Patterson,a,,,4.2,613,35.0,0.2,379,56.0,0.0,532.0,74.0,0,0,0.0,-3,3.0,35,64,0.0,0.0,-0.5,0.0,0.0,588.0,80.0,,,582.0,80.0,571.0,70.0,542.0,56.0,583.0,80.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Simon,Moore,Moore,a,,,3.9,694,63.0,0.4,277,36.0,0.0,430.0,27.0,0,0,0.0,-1,1.0,53,92,0.0,0.0,-0.5,0.0,0.0,489.0,33.0,,,482.0,33.0,469.0,20.0,435.0,5.0,483.0,33.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,Blondy,Nna Noukeu,Nna Noukeu,a,,,3.9,725,81.0,0.1,425,65.0,0.0,453.0,45.0,0,0,0.0,-1,1.0,24,27,0.0,0.0,-0.5,0.0,0.0,511.0,51.0,,,504.0,51.0,491.0,38.0,458.0,23.0,505.0,51.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,Daniel,Ballard,Ballard,a,,,4.7,375,67.0,4.1,88,30.0,4.2,47.0,16.0,0,0,0.0,2,-2.0,3216,2755,0.9,16.0,3.7,4.2,5.0,21.0,10.0,100.0,100.0,35.0,16.0,229.0,63.0,55.0,3.0,63.0,10.0,,,,,,,,0.11,0.03,0.14,1.27,0.0,0.32,0.97,0.97,10.86,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25333.0,6732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Trai,Hume,Hume,a,,,4.5,428,87.0,0.3,294,109.0,2.3,155.0,60.0,0,0,0.0,0,0.0,88,222,0.5,12.4,1.8,2.3,3.3,131.0,50.0,,,134.0,59.0,86.0,22.0,223.0,61.0,130.0,46.0,2.0,,,,,,,0.04,0.05,0.09,1.31,0.0,0.33,0.98,0.98,6.91,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Aji,Alese,Alese,i,Shoulder injury - Unknown return date,,4.0,637,164.0,0.0,743,251.0,0.0,482.0,188.0,0,0,0.0,0,0.0,3,1,0.0,0.0,0.0,0.0,0.0,540.0,201.0,0.0,0.0,533.0,202.0,521.0,202.0,489.0,195.0,534.0,202.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,Joe,Anderson,Anderson,a,,,3.9,708,206.0,0.4,272,102.0,0.0,442.0,168.0,0,0,0.0,-1,1.0,54,152,0.0,0.0,-0.5,0.0,0.0,500.0,181.0,,,493.0,182.0,480.0,182.0,447.0,174.0,494.0,182.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Dennis,Cirkin,Cirkin,a,,,4.0,646,168.0,0.0,652,224.0,0.0,490.0,192.0,0,0,0.0,0,0.0,17,25,0.0,0.0,-0.5,0.0,0.0,548.0,205.0,100.0,100.0,541.0,206.0,530.0,206.0,498.0,199.0,542.0,206.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,Luke,O'Nien,O'Nien,a,,,4.0,633,160.0,0.0,583,209.0,-0.2,772.0,255.0,0,0,0.0,0,0.0,19,21,0.0,-0.2,-0.7,0.0,-0.5,772.0,255.0,100.0,0.0,441.0,162.0,431.0,160.0,487.0,193.0,454.0,163.0,,,,,,,,0.0,0.0,0.0,6.52,0.0,0.0,0.0,0.0,45.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Timothée,Pembélé,Pembele,a,,,3.9,718,213.0,0.4,285,107.0,0.0,448.0,171.0,0,0,0.0,-1,1.0,14,130,0.0,0.0,-0.5,0.0,0.0,506.0,184.0,,,499.0,185.0,486.0,185.0,453.0,177.0,500.0,185.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,Reinildo,Mandava,Reinildo,n,On international duty at the Africa Cup of Nations from Gameweek 17 onwards. - Unknown return date,,3.9,711,208.0,2.9,106,40.0,3.0,104.0,37.0,0,0,0.0,-1,1.0,81,4158,0.8,9.5,0.0,0.0,3.1,160.0,62.0,0.0,0.0,188.0,78.0,314.0,105.0,308.0,99.0,272.0,93.0,,,,,,,,0.01,0.01,0.02,1.23,0.0,0.26,1.06,1.06,8.1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,14443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,Jenson,Seelt,Seelt,u,has joined Wolfsburg on loan for the rest of the season.,,4.0,667,181.0,0.1,473,173.0,0.0,508.0,202.0,0,0,0.0,0,0.0,0,30,0.0,0.5,0.0,0.0,1.0,411.0,152.0,0.0,0.0,380.0,145.0,412.0,150.0,516.0,209.0,415.0,148.0,,,,,,,,0.0,0.01,0.01,0.9,0.0,0.0,1.35,0.68,8.12,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
